/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg
159.01591511936337,90.35752688172043,87.46698113207547,109.24162011173185,0.8474999999999995,112.40496585971447
159.01591511936337,90.35752688172043,87.46698113207547,109.24162011173185,0.8474999999999995,112.40496585971447
159.05526315789476,100.48630136986301,105.20560747663552,119.31460674157304,0.7571428571428573,120.3980697384807
159.05526315789476,100.48630136986301,105.20560747663552,119.31460674157304,0.7571428571428573,120.3980697384807
159.05526315789476,100.48630136986301,105.20560747663552,119.31460674157304,0.7571428571428573,120.3980697384807
129.9720812182741,104.16712328767123,123.06637168141593,120.40953716690044,0.7227272727272729,116.03456108041742
129.9720812182741,104.16712328767123,123.06637168141593,120.40953716690044,0.7227272727272729,116.03456108041742
129.77249357326477,102.3551912568306,125.7803738317757,119.17270194986074,0.1076923076923074,115.4862260654725
129.77249357326477,102.3551912568306,125.7803738317757,119.17270194986074,0.1076923076923074,115.4862260654725
136.05670103092785,101.86575342465753,146.9513274336283,117.00069252077563,0.1524390243902432,117.28499079189686
136.05670103092785,101.86575342465753,146.9513274336283,117.00069252077563,0.1524390243902432,117.28499079189686
134.85103626943007,113.65235457063712,161.93805309734515,127.73765867418899,0.1644736842105263,125.67034847542004
134.85103626943004,113.65235457063713,161.93805309734512,127.73765867418899,0.16447368421052633,125.67034847542001
134.85103626943004,113.65235457063713,161.93805309734512,127.73765867418899,0.16447368421052633,125.67034847542001
140.08056265984652,126.3587570621469,178.4561403508772,138.9728183118741,0.19210526315789503,135.96228070175437
140.08056265984652,126.3587570621469,178.4561403508772,138.9728183118741,0.19210526315789503,135.96228070175437
137.4278350515464,126.36402266288952,177.6592920353982,137.35663338088446,0.18382352941176472,134.86296412838263
137.4278350515464,126.36402266288952,177.6592920353982,137.35663338088446,0.18382352941176472,134.86296412838263
159.4934210526316,154.5741839762611,206.14285714285717,163.7690058479532,0.16891891891891891,159.8782258064516
159.4934210526316,154.5741839762611,206.14285714285717,163.7690058479532,0.16891891891891891,159.8782258064516
159.4934210526316,154.5741839762611,206.14285714285717,163.7690058479532,0.16891891891891891,159.8782258064516
159.27066666666667,142.37609329446065,189.00446428571428,152.63411078717203,0.5486111111111112,151.06749355670104
159.27066666666667,142.37609329446065,189.00446428571428,152.63411078717203,0.5486111111111112,151.06749355670104
183.69166666666666,140.52898550724638,168.83928571428572,154.63011695906434,0.5984848484848485,156.00277053455017
183.69166666666666,140.52898550724638,168.83928571428572,154.63011695906434,0.5984848484848485,156.00277053455017
183.72677595628414,138.966472303207,163.641592920354,150.84830633284244,0.5777777777777774,153.44684450227717
183.72677595628414,138.966472303207,163.641592920354,150.8483063328424,0.5777777777777773,153.4468445022772
149.1771653543307,119.79479768786126,137.8086956521739,123.40889526542324,0.582352941176471,127.2532104259377
149.1771653543307,119.79479768786126,137.8086956521739,123.40889526542324,0.582352941176471,127.2532104259377
149.1771653543307,119.79479768786126,137.8086956521739,123.40889526542324,0.582352941176471,127.2532104259377
154.11640211640213,108.61174785100287,130.34545454545454,112.4531914893617,0.6000000000000003,120.5071746031746
154.11640211640213,108.61174785100287,130.34545454545454,112.4531914893617,0.6000000000000003,120.5071746031746
121.7590206185567,85.13085399449035,114.70560747663554,84.94896551724138,0.6542857142857144,93.96131025957975
121.7590206185567,85.13085399449037,114.7056074766355,84.94896551724138,0.6542857142857145,93.96131025957972
123.03061224489795,102.02253521126761,129.6909090909091,104.04539106145252,0.6361111111111112,107.66401491609695
123.03061224489795,102.02253521126761,129.6909090909091,104.04539106145252,0.6361111111111112,107.66401491609695
123.03061224489795,102.02253521126761,129.6909090909091,104.04539106145252,0.6361111111111112,107.66401491609695
135.83160621761658,106.22128851540616,132.50943396226415,104.02916666666667,0.7257575757575754,111.93692259675406
135.83160621761658,106.22128851540616,132.50943396226415,104.02916666666667,0.7257575757575754,111.93692259675406
139.2217847769029,113.78186968838529,135.9904761904762,111.88342696629213,0.38703703703703657,118.60516476552597
139.2217847769029,113.78186968838529,135.9904761904762,111.88342696629213,0.38703703703703657,118.60516476552597
129.6607594936709,105.52528089887639,144.535,105.74756606397774,0.3585714285714281,111.7019003115265
129.6607594936709,105.52528089887639,144.535,105.74756606397774,0.3585714285714281,111.7019003115265
128.25064267352184,118.44692737430168,163.3505154639175,113.58632596685084,0.3691176470588239,118.84366416978776
128.25064267352184,118.44692737430168,163.35051546391753,113.58632596685081,0.3691176470588239,118.84366416978776
128.25064267352184,118.44692737430168,163.35051546391753,113.58632596685081,0.3691176470588239,118.84366416978776
130.7751937984496,120.33798882681566,167.65816326530611,114.5638888888889,0.4361111111111108,120.46479049405878
130.7751937984496,120.33798882681566,167.65816326530611,114.5638888888889,0.4361111111111108,120.46479049405878
125.13265306122447,118.008356545961,158.3,113.65,0.3756410256410258,117.44698757763975
125.13265306122447,118.008356545961,158.3,113.65,0.3756410256410258,117.44698757763975
138.24281984334203,124.2394366197183,175.02941176470588,128.23562412342218,0.3039473684210522,129.6973915776241
138.24281984334203,124.2394366197183,175.02941176470588,128.23562412342218,0.3039473684210522,129.6973915776241
138.24281984334203,124.2394366197183,175.02941176470588,128.23562412342218,0.3039473684210522,129.6973915776241
136.16925064599482,108.40138888888889,160.75,109.37586206896552,0.34888888888888864,115.7144094001237
136.16925064599482,108.40138888888889,160.75,109.37586206896552,0.34888888888888864,115.7144094001237
98.68434343434343,80.29807692307692,127.53465346534654,83.93631436314364,0.3738095238095242,87.23290676416819
98.68434343434343,80.29807692307692,127.53465346534654,83.93631436314364,0.3738095238095242,87.23290676416819
96.1712158808933,73.22162162162162,126.13636363636363,76.77156334231806,0.3869565217391307,81.51734939759037
96.1712158808933,73.22162162162162,126.13636363636363,76.77156334231806,0.3869565217391307,81.51734939759037
86.76633165829146,61.97866666666666,109.86597938144331,64.41566265060241,0.41315789473684256,70.43274924471298
86.76633165829146,61.97866666666666,109.86597938144331,64.41566265060241,0.41315789473684256,70.43274924471298
