avg,unknown
7.2,1.8
8.0,2.0
10.16,2.54
10.88,2.72
13.04,3.26
13.84,3.46
13.76,3.44
14.0,3.5
14.88,3.72
16.080000000000002,4.0200000000000005
16.560000000000002,4.140000000000001
17.68,4.42
18.32,4.58
20.48,5.12
21.84,5.46
22.4,5.6
23.36,5.84
23.36,5.84
23.28,5.82
23.6,5.9
23.36,5.84
23.520000000000003,5.880000000000001
23.840000000000003,5.960000000000001
23.92,5.98
24.88,6.22
24.88,6.22
25.28,6.32
25.6,6.4
25.6,6.4
25.76,6.44
25.84,6.46
25.84,6.46
25.92,6.48
25.04,6.26
26.08,6.52
26.32,6.58
26.4,6.6
26.480000000000004,6.620000000000001
26.64,6.66
26.8,6.7
26.8,6.7
27.44,6.86
26.72,6.68
26.480000000000004,6.620000000000001
26.48,6.62
26.8,6.7
26.56,6.64
26.32,6.58
26.48,6.62
26.32,6.58
25.840000000000003,6.460000000000001
26.24,6.56
26.64,6.66
26.160000000000004,6.540000000000001
26.160000000000004,6.540000000000001
26.64,6.66
26.64,6.66
26.64,6.66
27.12,6.78
26.88,6.72
26.32,6.58
26.8,6.7
26.8,6.7
26.64,6.66
26.56,6.64
26.8,6.7
26.8,6.7
26.8,6.7
26.96,6.74
26.88,6.72
26.64,6.66
26.64,6.66
26.56,6.64
26.4,6.6
26.480000000000004,6.620000000000001
26.480000000000004,6.620000000000001
26.4,6.6
26.56,6.64
26.72,6.68
26.72,6.68
26.8,6.7
26.72,6.68
26.64,6.66
26.24,6.56
26.24,6.56
26.56,6.64
26.72,6.68
26.48,6.62
26.56,6.64
26.72,6.68
26.56,6.64
26.56,6.64
27.04,6.76
26.8,6.7
26.480000000000004,6.620000000000001
26.64,6.66
26.64,6.66
26.64,6.66
26.56,6.64
26.64,6.66
26.72,6.68
26.32,6.58
26.4,6.6
26.72,6.68
26.48,6.62
26.4,6.6
26.64,6.66
26.72,6.68
26.8,6.7
26.96,6.74
26.96,6.74
26.64,6.66
26.72,6.68
26.64,6.66
26.64,6.66
26.72,6.68
26.4,6.6
26.48,6.62
26.72,6.68
26.48,6.62
26.48,6.62
26.8,6.7
26.4,6.6
26.56,6.64
26.72,6.68
26.72,6.68
26.64,6.66
26.96,6.74
26.96,6.74
26.96,6.74
26.96,6.74
26.64,6.66
27.04,6.76
26.96,6.74
26.96,6.74
26.88,6.72
27.04,6.76
26.72,6.68
27.04,6.76
27.12,6.78
26.64,6.66
26.96,6.74
26.8,6.7
26.64,6.66
26.64,6.66
26.88,6.72
26.88,6.72
26.72,6.68
27.04,6.76
26.72,6.68
26.72,6.68
26.8,6.7
26.72,6.68
26.4,6.6
26.48,6.62
26.56,6.64
26.64,6.66
26.64,6.66
26.480000000000004,6.620000000000001
26.72,6.68
26.8,6.7
27.04,6.76
27.04,6.76
27.12,6.78
27.04,6.76
26.64,6.66
27.04,6.76
26.8,6.7
26.64,6.66
26.64,6.66
26.48,6.62
26.48,6.62
26.48,6.62
26.8,6.7
26.8,6.7
