/ GET,avg
351.36193029490613,351.36193029490613
378.92418032786884,378.92418032786884
378.92418032786884,378.92418032786884
375.0416666666667,375.0416666666667
397.35884831460675,397.35884831460675
397.35884831460675,397.35884831460675
402.7630465444288,402.7630465444288
402.7630465444288,402.7630465444288
410.8285714285715,410.8285714285715
394.00851063829793,394.00851063829793
394.00851063829793,394.00851063829793
360.2361878453039,360.2361878453039
360.2361878453039,360.2361878453039
368.69064245810057,368.69064245810057
368.2348484848485,368.2348484848485
368.2348484848485,368.2348484848485
349.90205479452055,349.90205479452055
349.90205479452055,349.90205479452055
333.5437756497948,333.5437756497948
337.6494638069705,337.6494638069705
337.6494638069705,337.6494638069705
310.15298013245035,310.15298013245035
302.2681638044914,302.2681638044914
302.2681638044914,302.2681638044914
315.83444592790386,315.83444592790386
315.83444592790386,315.83444592790386
328.47163588390504,328.47163588390504
322.11396574440056,322.11396574440056
322.11396574440056,322.11396574440056
311.85481770833337,311.85481770833337
311.85481770833337,311.85481770833337
306.13385826771656,306.13385826771656
327.7153333333334,327.7153333333334
361.0280054644808,361.0280054644808
361.0280054644808,361.0280054644808
373.4761255115962,373.4761255115962
373.4761255115962,373.4761255115962
359.65767634854774,359.65767634854774
351.50807537012116,351.50807537012116
351.50807537012116,351.50807537012116
362.77379310344827,362.77379310344827
362.77379310344827,362.77379310344827
323.43649732620315,323.43649732620315
317.27665317139,317.27665317139
317.27665317139,317.27665317139
327.6468624833111,327.6468624833111
327.6468624833111,327.6468624833111
328.991156462585,328.991156462585
328.46199213630405,328.46199213630405
328.46199213630405,328.46199213630405
328.62615587846767,328.62615587846767
328.62615587846767,328.62615587846767
314.46103038309116,314.46103038309116
292.8079427083333,292.8079427083333
292.8079427083333,292.8079427083333
284.3663171690695,284.3663171690695
284.3663171690695,284.3663171690695
273.4967105263157,273.4967105263157
292.2291666666667,292.2291666666667
292.2291666666667,292.2291666666667
308.8031496062992,308.8031496062992
308.8031496062992,308.8031496062992
378.5541095890411,378.5541095890411
368.02721088435374,368.02721088435374
368.02721088435374,368.02721088435374
425.42005610098175,425.42005610098175
416.31478873239433,416.31478873239433
416.31478873239433,416.31478873239433
412.1416309012875,412.1416309012875
412.1416309012875,412.1416309012875
359.3896551724138,359.3896551724138
365.1434540389972,365.1434540389972
365.1434540389972,365.1434540389972
307.08077436582107,307.08077436582107
307.08077436582107,307.08077436582107
323.2758855585831,323.2758855585831
315.85981308411215,315.85981308411215
315.85981308411215,315.85981308411215
360.6717451523546,360.6717451523546
360.6717451523546,360.6717451523546
372.48607242339835,372.48607242339835
392.37023977433006,392.37023977433006
392.37023977433006,392.37023977433006
369.1431506849315,369.1431506849315
363.5192837465565,363.5192837465565
363.5192837465565,363.5192837465565
296.5944010416667,296.5944010416667
296.5944010416667,296.5944010416667
281.86018041237116,281.86018041237116
274.3181233933162,274.3181233933162
274.3181233933162,274.3181233933162
337.96807065217394,337.96807065217394
337.96807065217394,337.96807065217394
351.53716216216213,351.53716216216213
448.4794117647059,448.4794117647059
448.4794117647059,448.4794117647059
485.0318991097923,485.0318991097923
485.0318991097923,485.0318991097923
507.5746153846154,507.5746153846154
431.10553129548765,431.10553129548765
431.10553129548765,431.10553129548765
453.220913107511,453.220913107511
351.32118758434547,351.32118758434547
351.32118758434547,351.32118758434547
334.4119241192412,334.4119241192412
334.4119241192412,334.4119241192412
314.15596330275235,314.15596330275235
323.35006605019817,323.35006605019817
323.35006605019817,323.35006605019817
291.0861618798956,291.0861618798956
291.0861618798956,291.0861618798956
295.8586525759577,295.8586525759577
280.2019607843137,280.2019607843137
280.2019607843137,280.2019607843137
367.1336146272855,367.1336146272855
367.1336146272855,367.1336146272855
379.2752100840336,379.2752100840336
428.01248164464016,428.01248164464016
428.01248164464016,428.01248164464016
447.3348148148148,447.3348148148148
459.5631500742942,459.5631500742942
459.5631500742942,459.5631500742942
371.00624133148403,371.00624133148403
371.00624133148403,371.00624133148403
366.6002805049089,366.6002805049089
335.24457994579944,335.24457994579944
335.24457994579944,335.24457994579944
341.10733695652175,341.10733695652175
341.10733695652175,341.10733695652175
341.8937753721245,341.8937753721245
344.8920377867746,344.8920377867746
344.8920377867746,344.8920377867746
335.58843085106383,335.58843085106383
335.58843085106383,335.58843085106383
335.45767195767195,335.45767195767195
313.76623376623377,313.76623376623377
313.76623376623377,313.76623376623377
307.02190721649487,307.02190721649487
307.02190721649487,307.02190721649487
288.3123409669211,288.3123409669211
319.8764783180026,319.8764783180026
319.8764783180026,319.8764783180026
318.9913563829787,318.9913563829787
353.00682128240106,353.00682128240106
353.00682128240106,353.00682128240106
369.7388888888889,369.7388888888889
369.7388888888889,369.7388888888889
431.62790697674416,431.62790697674416
386.466149506347,386.466149506347
386.466149506347,386.466149506347
439.8059163059163,439.8059163059163
439.8059163059163,439.8059163059163
415.2450842696629,415.2450842696629
409.156162464986,409.156162464986
409.156162464986,409.156162464986
375.47489823609226,375.47489823609226
375.47489823609226,375.47489823609226
403.8628808864266,403.8628808864266
349.80876494023903,349.80876494023903
349.80876494023903,349.80876494023903
349.64373297002726,349.64373297002726
333.6908244680851,333.6908244680851
333.6908244680851,333.6908244680851
340.8438761776582,340.8438761776582
340.8438761776582,340.8438761776582
303.9393548387097,303.9393548387097
320.8461538461538,320.8461538461538
340.1862348178138,340.1862348178138
340.1862348178138,340.1862348178138
329.9905787348587,329.9905787348587
372.50768156424584,372.50768156424584
372.50768156424584,372.50768156424584
345.7469553450609,345.7469553450609
405.94263456090647,405.94263456090647
405.94263456090647,405.94263456090647
368.70781032078105,368.70781032078105
368.70781032078105,368.70781032078105
414.5100719424461,414.5100719424461
370.16299862448415,370.16299862448415
370.16299862448415,370.16299862448415
368.8231197771588,368.8231197771588
368.8231197771588,368.8231197771588
382.6799163179916,382.6799163179916
394.1210235131397,394.1210235131397
394.1210235131397,394.1210235131397
450.34042553191495,450.34042553191495
464.0317002881844,464.0317002881844
464.0317002881844,464.0317002881844
452.09523809523813,452.09523809523813
452.09523809523813,452.09523809523813
338.8300264550264,338.8300264550264
329.74005305039793,329.74005305039793
329.74005305039793,329.74005305039793
305.7782152230971,305.7782152230971
305.7782152230971,305.7782152230971
314.97700394218134,314.97700394218134
345.7743243243243,345.7743243243243
345.7743243243243,345.7743243243243
468.3863976083707,468.3863976083707
468.3863976083707,468.3863976083707
506.4633027522936,506.4633027522936
475.9160475482912,475.9160475482912
475.9160475482912,475.9160475482912
476.4258160237389,476.4258160237389
501.7386018237082,501.7386018237082
501.7386018237082,501.7386018237082
408.0611814345991,408.0611814345991
408.0611814345991,408.0611814345991
384.0762829403606,384.0762829403606
402.19495091164094,402.19495091164094
402.19495091164094,402.19495091164094
395.84696755994355,395.84696755994355
395.84696755994355,395.84696755994355
352.61366711772666,352.61366711772666
331.1988110964333,331.1988110964333
331.1988110964333,331.1988110964333
322.18175853018374,322.18175853018374
322.18175853018374,322.18175853018374
344.0027063599458,344.0027063599458
334.2562582345191,334.2562582345191
334.2562582345191,334.2562582345191
386.3615702479339,386.3615702479339
388.28041958041956,388.28041958041956
388.28041958041956,388.28041958041956
522.1342024539877,522.1342024539877
522.1342024539877,522.1342024539877
492.9626307922272,492.9626307922272
508.8807692307692,508.8807692307692
508.8807692307692,508.8807692307692
446.8294117647059,446.8294117647059
446.8294117647059,446.8294117647059
456.5650529500756,456.5650529500756
360.0835635359116,360.0835635359116
360.0835635359116,360.0835635359116
341.19267955801104,341.19267955801104
341.19267955801104,341.19267955801104
334.75338753387535,334.75338753387535
331.45643431635386,331.45643431635386
331.45643431635386,331.45643431635386
353.78205128205127,353.78205128205127
353.78205128205127,353.78205128205127
373.26086956521743,373.26086956521743
373.26086956521743,373.26086956521743
366.1974219810041,366.1974219810041
358.7466666666666,358.7466666666666
358.74666666666667,358.74666666666667
363.5629228687415,363.5629228687415
363.5629228687415,363.5629228687415
311.61629434954006,311.61629434954006
