/ && GET,avg,
96.16947635924126,96.16947635924126,
95.4944174615086,95.4944174615086,
94.35827741242181,94.35827741242181,
89.23421881377674,89.23421881377674,
86.9227101647233,86.9227101647233,
86.005777093094,86.005777093094,
83.97793819502152,83.97793819502152,
83.00327912644721,83.00327912644721,
82.97782951963619,82.97782951963619,
83.38510121465792,83.38510121465792,
81.83534355812597,81.83534355812597,
83.38699844198072,83.38699844198072,
85.9845012798249,85.9845012798249,
87.1440524904404,87.1440524904404,
94.28547855418726,94.28547855418726,
145.0,145.0,
145.0,145.0,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
940.0,940.0,
1825.0000000000007,1825.0000000000007,
1854.310019381806,1854.310019381806,
1653.1409484831242,1653.1409484831242,
1453.922964452584,1453.922964452584,
1452.2384905292186,1452.2384905292186,
988.2128321219458,988.2128321219458,
975.2577146512565,975.2577146512565,
929.2052008401153,929.2052008401153,
915.0889730863256,915.0889730863256,
880.1791888357529,880.1791888357529,
852.1242370216083,852.1242370216083,
839.1431702736619,839.1431702736619,
832.5537365566224,832.5537365566224,
830.6325307305749,830.6325307305749,
825.6186437500687,825.6186437500687,
816.5196965029305,816.5196965029305,
785.3763021040005,785.3763021040005,
786.1128746449739,786.1128746449739,
802.4005321739508,802.4005321739508,
809.4890780435175,809.4890780435175,
823.6893389612717,823.6893389612717,
824.7061064635882,824.7061064635882,
824.1570334991325,824.1570334991325,
810.2081618383272,810.2081618383272,
806.473208615857,806.473208615857,
797.0754164282388,797.0754164282388,
791.550507413361,791.550507413361,
789.1528600259061,789.1528600259061,
781.5227440602458,781.5227440602458,
769.5111729544399,769.5111729544399,
764.3132822198431,764.3132822198431,
762.3178478378479,762.3178478378479,
770.6168130688615,770.6168130688615,
772.5585626247125,772.5585626247125,
784.2889631321839,784.2889631321839,
777.9586245232986,777.9586245232986,
766.441204641147,766.441204641147,
759.3653284469024,759.3653284469024,
738.4710752993362,738.4710752993362,
717.7438946288966,717.7438946288966,
697.3733771604464,697.3733771604464,
652.4474725104413,652.4474725104413,
632.4569196268461,632.4569196268461,
595.6225624633926,595.6225624633926,
598.9726506261176,598.9726506261176,
608.2760141594053,608.2760141594053,
611.532546633745,611.532546633745,
616.450951082589,616.450951082589,
618.6455231064698,618.6455231064698,
611.4375926821865,611.4375926821865,
584.5079044696425,584.5079044696425,
579.2694767116781,579.2694767116781,
531.5263897724881,531.5263897724881,
534.9696769234287,534.9696769234287,
548.9439578059357,548.9439578059357,
540.6448528310796,540.6448528310796,
494.1836033702245,494.1836033702245,
481.1098151633961,481.1098151633961,
479.72832858238735,479.72832858238735,
443.6242484071245,443.6242484071245,
439.367378566599,439.367378566599,
428.83079786122767,428.83079786122767,
428.2931729340083,428.2931729340083,
423.2423843749897,423.2423843749897,
419.85723453442336,419.85723453442336,
400.53721923315334,400.53721923315334,
395.38313606273323,395.38313606273323,
393.8877325827897,393.8877325827897,
405.5736828127282,405.5736828127282,
408.0006521302922,408.0006521302922,
389.26797410702596,389.26797410702596,
384.21375476887636,384.21375476887636,
355.347234669801,355.347234669801,
347.089928580274,347.089928580274,
345.8515993949445,345.8515993949445,
346.877663769354,346.877663769354,
348.63053646361055,348.63053646361055,
349.15150424744877,349.15150424744877,
350.12544978557105,350.12544978557105,
349.329249711265,349.329249711265,
346.3249303335017,346.3249303335017,
356.3634130983112,356.3634130983112,
360.1257437044295,360.1257437044295,
333.83052657862686,333.83052657862686,
324.9101471346413,324.9101471346413,
320.74661622404346,320.74661622404346,
332.5402240586981,332.5402240586981,
333.19722642684536,333.19722642684536,
335.7168241529269,335.7168241529269,
331.0216497079823,331.0216497079823,
332.1673316601723,332.1673316601723,
327.43933538249456,327.43933538249456,
318.5565825504416,318.5565825504416,
318.50219006726945,318.50219006726945,
316.5020236514912,316.5020236514912,
320.1826899216127,320.1826899216127,
316.8085827869237,316.8085827869237,
328.2471452244548,328.2471452244548,
337.40371255553856,337.40371255553856,
347.6183852838826,347.6183852838826,
346.4294698593121,346.4294698593121,
327.08010399293585,327.08010399293585,
323.39885969261286,323.39885969261286,
323.39885969261286,323.39885969261286,
329.16981789232744,329.16981789232744,
327.7466793168879,327.7466793168879,
290.11179970252806,290.11179970252806,
276.3002620175351,276.3002620175351,
255.8737517831674,255.8737517831674,
257.6585623678649,257.6585623678649,
249.48021161820574,249.48021161820574,
249.62593698666356,249.62593698666356,
248.93599220300268,248.93599220300268,
248.09657197600805,248.09657197600805,
248.09657197600805,248.09657197600805,
246.69402073754762,246.69402073754762,
246.95633734615217,246.95633734615217,
244.90732942240032,244.90732942240032,
244.38488683238913,244.38488683238913,
241.58471566674092,241.58471566674092,
240.86723861077485,240.86723861077485,
241.97248421106735,241.97248421106735,
242.35878487456228,242.35878487456228,
242.59274841590806,242.59274841590806,
242.24374629992207,242.24374629992207,
242.2609715249548,242.2609715249548,
244.47403050038037,244.47403050038037,
244.69632996591167,244.69632996591167,
245.0156437138731,245.0156437138731,
245.47308589381097,245.47308589381097,
245.83114962443065,245.83114962443065,
245.8942146817273,245.8942146817273,
246.9144776591147,246.9144776591147,
