adservice,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,shippingservice
15.725942300696756,16.931006152317625,1.9060106533867045,17.639929088879647,6.303338510968785,17.15379022348255,2.042384596736111,1.2907852392944976,20.686290690351584,3.5169984146556295
15.725942300696756,16.931006152317625,1.5846493155146502,25.2515541229484,6.303338510968785,17.15379022348255,1.9465730637229472,1.2324790669957204,20.686290690351584,3.5169984146556295
28.003704660980453,16.931006152317625,32.06554531553499,71.4131834811374,6.303338510968785,21.41430359887189,6.056520649768235,22.08001086593113,20.686290690351584,7.07865572395615
28.00370466098045,22.340339814328253,32.06554531553499,73.02407094594595,6.51153646865189,17.684565475,6.056520649768236,22.08001086593113,20.686290690351584,7.07865572395615
28.003704660980453,22.34033981432825,32.06554531553498,73.02407094594595,6.51153646865189,17.684565475,6.056520649768236,22.08001086593113,28.019899850425958,7.07865572395615
28.003704660980453,22.340339814328253,32.06554531553499,73.02407094594595,10.017139938712969,80.41886942326653,6.056520649768235,22.08001086593113,28.019899850425958,8.33007024929624
28.003704660980453,22.340339814328253,41.31043415963608,73.02407094594595,10.017139938712969,83.85719062121888,7.4502198893460045,22.08001086593113,22.876146735384012,8.33007024929624
36.59664763690911,24.89203438160297,43.200461040525255,73.02407094594595,10.017139938712969,87.28474302794723,7.4502198893460045,29.46684831123786,46.29849068027505,7.1627265992775
35.261681188065616,24.89203438160297,36.792141666666666,94.08585405625806,10.017139938712969,90.69998824470528,7.4502198893460045,30.663869685857858,46.29849068027505,6.8545140000535385
48.35107300137473,24.89203438160297,71.4781630562949,96.11224098800366,10.9170816127823,92.30392477724467,10.461292246520877,26.067604166666666,46.29849068027505,12.145038167938933
48.351073001374736,24.89203438160297,74.53291713889126,76.815706271308,11.42585188166043,108.29957849343641,10.461292246520877,25.340052822656464,46.29849068027505,13.611671879708192
48.35107300137473,28.420471884588743,77.535142381443,105.59024295053175,14.528127259580625,91.58646379166667,10.461292246520877,44.18900210754269,60.98971574332143,16.175005947188964
48.35107300137473,29.704562273582113,80.54140830399817,105.59024295053175,14.528127259580625,136.85970193030542,14.153002411339179,44.18900210754269,72.06346877903282,16.175005947188964
47.78266210874907,34.51855884390776,80.81360006868721,128.4178909779463,14.528127259580627,142.6850224174163,14.153002411339179,44.189002107542684,72.06346877903282,16.175005947188964
46.36751912739174,34.51855884390776,94.04855444026583,134.33322922556178,14.528127259580625,148.95208561108856,14.153002411339179,52.89753082677407,72.06346877903282,13.697668994660747
48.556797323248226,34.51855884390776,98.30012072886821,139.90232755926075,14.528127259580625,154.85232152796715,14.153002411339179,55.16691423688805,72.06346877903282,13.081940434937755
57.51168640603712,34.51855884390776,83.58530833333333,145.5689582630771,12.349150306097853,170.14899148318395,11.298459766658828,58.688525729369275,72.06346877903282,12.455428537916637
57.51168640603713,29.013615787389885,83.58530833333333,118.2256911696493,11.73654760665221,178.46239338589746,10.701674831647358,60.99108879450641,59.69857859436376,15.673952477078222
57.51168640603712,34.214767900485434,119.51883837951888,142.4561778789544,17.35776397515528,185.9477410279454,17.477773843028352,60.99108879450642,91.67806831888211,21.22442774999449
48.59513844751891,27.277701460761975,120.06042663476873,142.4561778789544,17.35776397515528,154.7330527375,20.750043225174345,53.325426295753005,91.67806831888211,21.22442774999449
54.415689597414634,31.359587297333505,131.9582078085968,142.4561778789544,17.35776397515528,197.97667924033564,20.750043225174352,64.00363229952502,91.67806831888213,21.22442774999449
54.415689597414634,31.359587297333498,135.2797002358702,130.37151813457257,17.35776397515528,197.97667924033564,20.750043225174352,64.00363229952501,91.67806831888211,21.22442774999449
50.51115937687238,26.476464005315105,135.2797002358702,130.37151813457257,17.35776397515528,198.7142783563505,19.83825002086289,63.591721807686895,91.67806831888211,20.787844937426915
50.51115937687238,25.244554884318188,135.2797002358702,130.37151813457257,17.47134112409572,198.7142783563505,19.838250020862887,63.591721807686895,91.67806831888211,20.792452026494576
45.54126186487996,31.735375646046815,134.31426719289217,124.18240597578362,26.680968019938046,198.21249588767608,19.838250020862887,63.591721807686895,82.05547105199948,20.792452026494576
45.54126186487996,31.735375646046823,134.31426719289217,124.18240597578362,26.680968019938046,198.2124958876761,19.838250020862887,63.591721807686895,78.42862092252803,20.79245202649458
45.54126186487996,32.019626303592126,134.31426719289217,124.18240597578362,26.680968019938046,198.21249588767608,19.838250020862887,63.591721807686895,104.69904614474012,20.792452026494576
40.47213081557235,32.019626303592126,134.6170672806919,124.18240597578362,26.680968019938046,198.21249588767608,20.904188338352036,36.42484999999999,104.69904614474012,20.226807057484343
40.47213081557235,32.019626303592126,134.6170672806919,124.19530215805194,26.680968019938046,198.2124958876761,20.904188338352036,36.42484999999999,104.69904614474012,20.226807057484343
40.47213081557235,30.99073948242055,134.6170672806919,124.19530215805194,26.680968019938046,198.21249588767608,20.904188338352036,54.70594916870311,104.69904614474012,19.79301364555981
40.47213081557235,30.99073948242055,134.61706728069194,124.19530215805194,25.51574836081665,198.4042550751692,16.81541620015512,63.44843909307181,104.69904614474012,19.79301364555981
33.68787746502643,30.99073948242055,134.68356800187217,117.81762376237626,37.28861824044619,198.2980776390413,18.80502798782284,63.4484390930718,108.80340282035563,19.79301364555981
32.15128556506187,31.30065104484163,134.68356800187215,117.81762376237626,37.28861824044619,198.2980776390413,18.80502798782284,63.44843909307181,89.71384579552422,19.79301364555981
33.90151104405837,31.30065104484163,134.68356800187215,117.81762376237626,37.28861824044619,198.2980776390413,18.80502798782284,63.4484390930718,106.57394118474741,19.459688651469467
33.90151104405837,31.30065104484163,134.68356800187217,117.81762376237626,37.28861824044619,198.2980776390413,13.341893522664277,63.4484390930718,106.57394118474741,14.873000982061614
33.90151104405837,26.435051786173897,133.6158223095142,80.71010996161215,37.28861824044619,198.2980776390413,15.928740004124368,63.23897098286166,106.57394118474741,15.562244326116534
33.90151104405837,25.256582274335614,133.6158223095142,84.52339868960253,34.71395,198.2980776390413,15.928740004124368,62.67888916986598,110.49360566749469,16.26613253326847
33.90151104405837,23.61270971970464,133.6158223095142,101.28256913653021,40.904550146114424,120.78278434999996,15.928740004124368,62.67888916986598,110.49360566749469,18.69556991107387
28.756485888802455,28.611945606694565,133.6158223095142,101.28256913653021,39.052671917767036,120.78278434999996,15.928740004124368,62.67888916986598,110.49360566749469,18.69556991107387
23.863167802522526,28.611945606694572,108.94477418524829,101.28256913653021,37.159882042355136,120.78278434999996,15.928740004124368,62.67888916986598,110.49360566749469,15.697164022308117
29.144602032176103,28.611945606694572,139.17890061696278,101.28256913653021,42.372913727618005,198.06428336116764,15.928740004124368,63.22223863237767,106.68040103492885,15.011971385067262
29.144602032176095,28.611945606694572,139.17890061696278,85.69996453440521,42.372913727618005,198.06428336116764,15.928740004124368,63.22223863237765,106.68040103492885,14.315872998711608
29.144602032176095,21.46782810894582,142.7521517098921,108.2372672634036,42.372913727618005,198.06428336116764,17.784213906796396,63.43756855575869,106.68040103492886,19.18411067759602
29.144602032176095,26.14175628467703,142.7521517098921,108.2372672634036,42.372913727618005,198.06428336116764,17.784213906796396,63.43756855575869,106.68040103492885,19.200695897389245
29.144602032176095,28.040700414781288,145.51399598841093,108.5026236790081,33.43874457963205,198.06428336116764,17.784213906796396,63.03481824727232,101.33227869404236,19.20069589738925
28.39581719597207,28.040700414781288,145.51399598841093,108.50262367900811,33.43874457963206,198.5538314323848,17.784213906796396,63.03481824727232,101.3322786940424,19.200695897389245
27.797467588765425,28.040700414781288,145.51399598841095,108.50262367900811,33.43874457963205,163.21621328320612,17.784213906796396,50.84625444456865,101.33227869404236,19.200695897389245
27.797467588765425,28.040700414781288,145.51399598841095,108.50262367900811,33.43874457963205,198.6613593787431,14.922190482656813,53.279866192614534,101.33227869404236,19.200695897389245
27.797467588765425,28.953160707537837,145.51399598841095,90.46556947325746,33.43874457963205,198.6613593787431,15.858795014215168,54.45833704305332,101.33227869404236,15.973755971993409
27.797467588765425,28.953160707537837,145.51399598841095,88.55258206187958,25.23141240830538,198.6613593787431,16.689158425506406,61.90118019698876,101.3322786940424,15.139556589785832
27.839230700206343,29.438379352796346,128.7050225014838,106.42807303417734,25.23141240830538,198.88611288947556,19.28088416310924,61.90118019698876,69.077325,19.35434090208569
27.839230700206343,29.438379352796346,123.04350385563619,106.42807303417733,20.95637009925817,198.88611288947558,19.280884163109235,61.90118019698876,82.40971535026969,19.35434090208569
27.839230700206343,29.438379352796346,117.22065965621145,106.42807303417733,19.984960721538414,198.88611288947558,16.769174094783306,61.90118019698876,78.5323614903776,19.35434090208569
26.08891206709381,29.438379352796346,148.480893218986,106.42807303417734,25.64225497391546,198.35124503908014,19.45182321717055,61.90118019698876,94.76596029444568,19.35434090208569
26.088912067093805,29.438379352796346,148.480893218986,106.42807303417733,25.64225497391546,198.35124503908014,19.45182321717055,42.93413333333332,94.76596029444568,19.729443316148515
26.08891206709381,24.28503639814792,148.480893218986,109.95547040741218,25.64225497391546,198.35124503908014,19.45182321717055,42.93413333333332,94.76596029444568,19.729443316148515
26.08891206709381,25.423990684668667,148.480893218986,109.95547040741221,22.7392375842276,164.90958873059228,20.626662628404123,47.03058855261759,94.76596029444568,19.729443316148515
20.306870948569316,29.392368684406367,122.22243186214195,109.95547040741221,22.7392375842276,198.01823814912615,20.626662628404123,60.542698468615946,94.76596029444568,19.14498968624471
24.357406092571978,29.39236868440636,148.00562915023423,109.95547040741221,22.7392375842276,198.01823814912615,20.626662628404123,60.542698468615946,93.48571980551885,19.144989686244706
20.218778329867845,29.39236868440636,145.85628071779627,109.95547040741218,18.903507191061472,198.01823814912615,19.300536331189285,60.542698468615946,106.08443984716385,18.627991975597016
19.28954328743622,24.98114566315694,145.85628071779627,109.95547040741218,18.03600527722319,197.82555753821293,19.300536331189285,60.542698468615946,106.08443984716385,18.627991975597016
27.204011959541123,23.86521539877231,145.85628071779627,99.57999858513925,32.93550846777429,197.82555753821293,17.856140695136013,58.7049638363222,106.08443984716385,18.627991975597016
27.204011959541123,22.76545093716411,145.85628071779627,99.57999858513926,32.9355084677743,197.8255575382129,17.856140695136013,58.70496383632219,106.08443984716385,18.62799197559702
27.204011959541123,20.56632124470609,145.85628071779627,99.57999858513926,32.9355084677743,197.8255575382129,17.856140695136013,58.70496383632219,106.08443984716385,18.62799197559702
27.204011959541123,29.296243941841677,143.3735898767998,99.57999858513926,38.68307376252739,135.19757144999997,17.856140695136013,58.70496383632219,107.01332028005223,18.627991975597016
27.543594191724477,29.296243941841677,140.69137687434488,99.57999858513926,38.68307376252739,161.1334019157518,14.808345480430392,58.020045933396574,107.01332028005223,15.171024748092371
27.543594191724477,29.296243941841677,140.69137687434488,105.42610495960955,36.71106675446538,197.44291821035424,13.925433321892047,58.020045933396574,107.01332028005223,19.595064116340716
22.7634034197507,29.296243941841677,140.69137687434488,83.73979787417029,36.71106675446538,197.4429182103542,13.23803358331766,58.020045933396574,85.6427602201258,19.737075495083594
21.6832354675319,30.878070792945984,141.92954052922005,88.01696330915397,36.71106675446538,197.44291821035424,18.241816820124235,48.074765393235374,109.120070409348,19.737075495083594
20.599854095990736,30.56045906294368,141.92954052922005,92.30685299320054,36.71106675446538,197.44291821035424,18.24181682012423,45.79264358652178,109.120070409348,19.737075495083594
26.964487346519817,30.56045906294368,112.4952507185131,82.97422222222214,34.22202668058871,197.44291821035424,18.24181682012423,63.68289510762364,120.58334259053548,19.737075495083594
26.964487346519817,30.56045906294368,117.7851943398189,91.5579400483585,40.85534606205252,197.44291821035424,18.24181682012423,63.68289510762364,120.58334259053548,19.737075495083594
28.86088057771072,30.74282822109324,123.06108142360131,106.35642503285817,40.85534606205252,197.64289568604357,18.241816820124235,63.68289510762364,120.58334259053548,19.737075495083594
28.86088057771072,30.74282822109324,122.36762557244694,106.35642503285817,40.85534606205252,197.7546636608979,17.505999683394027,63.68289510762364,120.58334259053548,19.737075495083594
28.860880577710713,30.74282822109324,117.10110951368014,106.35642503285814,40.85534606205252,197.75466366089793,14.328441915861971,56.32086707840728,120.58334259053548,15.700103416007936
26.5609486931268,32.9437654041547,111.83693621116724,106.35642503285817,40.85534606205252,197.75466366089793,13.672842227718863,56.46621697817721,120.58334259053548,19.57253461531537
26.5609486931268,32.9437654041547,106.53996432109975,106.12242619375284,40.85534606205252,197.7546636608979,13.013157806316297,53.95754428062146,96.10291432228027,20.339228004860527
26.5609486931268,32.9437654041547,140.56442061609164,106.12242619375284,33.86318055767701,197.75466366089793,16.936764909367646,65.90579388716391,113.03199472096532,20.339228004860527
