/ GET,avg
276.53277634961444,276.53277634961444
276.53277634961444,276.53277634961444
276.7162849872774,276.7162849872774
276.7162849872774,276.7162849872774
178.38734030197446,178.38734030197446
192.2145390070922,192.2145390070922
192.2145390070922,192.2145390070922
180.08871915393655,180.08871915393655
180.08871915393655,180.08871915393655
167.96604215456674,167.96604215456674
168.4416569428238,168.4416569428238
168.4416569428238,168.4416569428238
211.1579586877278,211.1579586877278
211.1579586877278,211.1579586877278
180.02259215219973,180.02259215219973
210.52289156626506,210.52289156626506
210.52289156626506,210.52289156626506
212.73118279569889,212.73118279569889
208.88576555023926,208.88576555023926
208.88576555023926,208.88576555023926
162.94706559263523,162.94706559263523
162.94706559263523,162.94706559263523
193.44262295081964,193.44262295081964
174.58554913294796,174.58554913294796
174.58554913294796,174.58554913294796
173.41559953434228,173.41559953434228
173.41559953434228,173.41559953434228
170.4817216981132,170.4817216981132
212.34732360097323,212.34732360097323
212.34732360097323,212.34732360097323
202.09359903381645,202.09359903381645
202.09359903381645,202.09359903381645
230.85731857318572,230.85731857318572
230.85731857318572,230.85731857318572
251.5417193426043,251.5417193426043
251.5417193426043,251.5417193426043
172.82766705744433,172.82766705744433
174.0064478311841,174.0064478311841
174.0064478311841,174.0064478311841
175.36127508854779,175.36127508854779
175.36127508854779,175.36127508854779
180.3442720763723,180.3442720763723
151.17803468208092,151.17803468208092
151.17803468208092,151.17803468208092
185.0316985645933,185.0316985645933
185.0316985645933,185.0316985645933
183.46479713603816,183.46479713603816
213.84676434676436,213.84676434676436
213.84676434676436,213.84676434676436
212.27020506634497,212.27020506634497
204.86674669867946,204.86674669867946
204.86674669867946,204.86674669867946
254.58739076154808,254.58739076154808
223.98714810281518,223.98714810281518
223.98714810281518,223.98714810281518
259.73667512690355,259.73667512690355
259.73667512690355,259.73667512690355
229.56529850746264,229.56529850746264
216.76402439024395,216.76402439024395
216.76402439024395,216.76402439024395
255.82928388746802,255.82928388746802
255.82928388746802,255.82928388746802
257.6887755102041,257.6887755102041
256.61386768447835,256.61386768447835
256.61386768447835,256.61386768447835
214.96277915632754,214.96277915632754
214.96277915632754,214.96277915632754
259.3108108108108,259.3108108108108
206.23312883435582,206.23312883435582
206.23312883435582,206.23312883435582
202.33538083538082,202.33538083538082
202.33538083538082,202.33538083538082
218.48091133004925,218.48091133004925
218.18231046931407,218.18231046931407
218.18231046931407,218.18231046931407
155.66360505166472,155.66360505166472
300.54681404421325,300.54681404421325
299.3199208443272,299.3199208443272
299.3199208443272,299.3199208443272
371.70781032078105,371.70781032078105
371.70781032078105,371.70781032078105
316.7023809523809,316.7023809523809
309.0862977602108,309.0862977602108
309.0862977602108,309.0862977602108
202.74514563106797,202.74514563106797
202.74514563106797,202.74514563106797
200.09229828850857,200.09229828850857
147.13445867287544,147.13445867287544
147.13445867287544,147.13445867287544
138.38191244239633,138.38191244239633
138.38191244239633,138.38191244239633
136.83217993079586,136.83217993079586
145.53287197231833,145.53287197231833
145.53287197231833,145.53287197231833
144.4264538198404,144.4264538198404
146.08563218390802,146.08563218390802
146.08563218390802,146.08563218390802
147.6123271889401,147.6123271889401
147.6123271889401,147.6123271889401
203.5614457831325,203.5614457831325
197.5632530120482,197.5632530120482
197.5632530120482,197.5632530120482
286.06874189364464,286.06874189364464
286.06874189364464,286.06874189364464
303.251312335958,303.251312335958
312.2005312084993,312.2005312084993
312.2005312084993,312.2005312084993
256.91677336747756,256.91677336747756
256.91677336747756,256.91677336747756
282.1085271317829,282.1085271317829
211.30528255528256,211.30528255528256
211.30528255528256,211.30528255528256
207.69975639464067,207.69975639464067
204.05535055350552,204.05535055350552
204.05535055350552,204.05535055350552
190.97048192771084,190.97048192771084
190.97048192771084,190.97048192771084
166.16567342073898,166.16567342073898
146.1658878504673,146.1658878504673
146.1658878504673,146.1658878504673
136.5509849362688,136.5509849362688
136.5509849362688,136.5509849362688
206.24789410348976,206.24789410348976
266.42405063291136,266.42405063291136
266.42405063291136,266.42405063291136
311.41666666666663,311.41666666666663
311.41666666666663,311.41666666666663
335.51807228915663,335.51807228915663
383.1629526462396,383.1629526462396
383.1629526462396,383.1629526462396
313.74700399467383,313.74700399467383
263.75546975546973,263.75546975546973
263.75546975546973,263.75546975546973
232.11207970112082,232.11207970112082
232.11207970112082,232.11207970112082
212.04639804639808,212.04639804639808
178.1730083234245,178.1730083234245
178.17300832342448,178.17300832342448
161.90523255813955,161.90523255813955
161.90523255813955,161.90523255813955
145.83845278725823,145.83845278725823
128.98081264108353,128.98081264108353
128.98081264108353,128.98081264108353
199.69391408114555,199.69391408114555
199.69391408114555,199.69391408114555
259.3898514851485,259.3898514851485
293.5611325611326,293.5611325611326
293.5611325611326,293.5611325611326
310.46461336828315,310.46461336828315
369.1835871404399,369.1835871404399
331.37699468085106,331.37699468085106
266.8405612244898,266.8405612244898
266.8405612244898,266.8405612244898
203.92293689320388,203.92293689320388
173.10106382978722,173.10106382978722
173.10106382978722,173.10106382978722
169.04127358490567,169.04127358490567
169.04127358490567,169.04127358490567
159.6747967479675,159.6747967479675
144.93993135011442,144.93993135011442
144.93993135011442,144.93993135011442
137.53268348623854,137.53268348623854
137.53268348623854,137.53268348623854
133.61556064073227,133.61556064073227
156.93184488836664,156.93184488836664
156.93184488836664,156.93184488836664
156.43216374269005,156.43216374269005
156.43216374269005,156.43216374269005
187.2239520958084,187.2239520958084
190.9594755661502,190.9594755661502
190.9594755661502,190.9594755661502
194.31510107015458,194.31510107015458
163.29200463499419,163.29200463499419
163.29200463499419,163.29200463499419
170.62177985948477,170.62177985948477
170.62177985948477,170.62177985948477
149.52768166089965,149.52768166089965
252.5386075949367,252.5386075949367
252.5386075949367,252.5386075949367
258.64438839848674,258.64438839848674
258.64438839848674,258.64438839848674
306.0421052631579,306.0421052631579
292.7096354166667,292.7096354166667
292.7096354166667,292.7096354166667
286.0575916230366,286.0575916230366
286.0575916230366,286.0575916230366
188.07929782082326,188.07929782082326
194.04914004914002,194.04914004914002
194.04914004914002,194.04914004914002
153.8307873090482,153.8307873090482
204.06949569495694,204.06949569495694
204.06949569495694,204.06949569495694
206.09657701711492,206.09657701711492
206.09657701711492,206.09657701711492
193.58876811594203,193.58876811594203
184.9456906729634,184.9456906729634
184.9456906729634,184.9456906729634
188.25564803804994,188.25564803804994
188.25564803804994,188.25564803804994
152.1651270207852,152.1651270207852
