avg,unknown
0.48,0.24
0.64,0.32
0.64,0.32
0.64,0.32
0.64,0.32
0.64,0.32
0.56,0.28
0.16,0.08
0.16,0.08
,
0.24,0.12
0.4,0.2
0.4,0.2
0.4,0.2
0.4,0.2
0.4,0.2
0.4,0.2
0.4,0.2
0.16,0.08
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.2,1.6
3.2,1.6
4.48,2.24
5.04,2.52
7.1210884353741495,3.5605442176870747
8.24,4.12
9.68,4.84
11.12,5.5600000000000005
18.16,9.08
23.76,11.88
26.8,13.4
31.36,15.68
33.68,16.84
34.56,17.28
37.760000000000005,18.880000000000003
40.72,20.36
35.84,17.92
33.68000000000001,16.840000000000003
30.800000000000004,15.400000000000002
28.24,14.12
31.6,15.8
35.36,17.68
34.24,17.12
30.96,15.48
30.08,15.04
27.68,13.84
29.12,14.56
28.8,14.4
23.76,11.88
27.92,13.96
30.48,15.239999999999998
32.08,16.04
40.32,20.16
46.4,23.2
45.44,22.72
47.2,23.6
49.52,24.76
40.24,20.12
38.24,19.12
38.64,19.32
38.08,19.04
38.24,19.12
40.96,20.48
47.36,23.68
49.760000000000005,24.880000000000003
60.32,30.16
62.88,31.44
64.56,32.28
59.92,29.96
56.72,28.36
54.16,27.08
48.8,24.4
46.48,23.24
43.44,21.72
43.36,21.68
45.36,22.68
50.64,25.32
54.64,27.32
56.96,28.48
61.6,30.8
64.0,32.0
65.12,32.56
68.4,34.2
65.75999999999999,32.879999999999995
65.84,32.92
66.96000000000001,33.480000000000004
71.92,35.96
70.56,35.28
