/ && GET,/basket.html && GET,/cart && DELETE,/cart && POST,/category.html && GET,/customers && GET,/detail.html?id={} && GET,/login && GET,avg,unknown
3882.2612080621993,0,4500.0,0,4657.010707839407,4613.636363636364,4333.333333333334,6672.547114003217,4139.756237993623,475.172487576388
3889.193552604059,0,4500.0,0,4665.2016661315065,4613.636363636364,4333.333333333334,6598.602105556719,4195.816060391249,473.31552322608263
4935.068155666893,7500.000000000002,9283.115260217583,8566.230520435165,8531.57400132489,7583.333333333333,8099.232575592514,6723.187715748123,6778.195258121761,589.9319495040886
4938.478985212574,7500.0,9307.25666594407,8614.513331888144,8518.448934728985,7583.333333333332,8057.982366291097,6695.048371996255,6925.9263092125075,653.7289356414093
7837.163150037706,11857.706492838168,22158.103896846493,22142.29350716186,9528.050648250479,15867.21892070353,16338.173059607449,7491.489296212507,9427.226045888867,764.2417867734453
7841.873963515754,11708.215297450435,22324.205225055084,22291.784702549576,9524.352230664328,15712.691771269183,16149.843096234308,7481.020821816842,9471.262047928587,837.388000000001
8502.551852195074,20066.890083443926,20771.890984816324,24060.128181799802,17521.9802748868,15103.3116369366,20871.81810190141,7161.988270975699,12379.804341188195,967.6700909090914
8506.245255675938,20153.313055865714,20911.407298142098,24139.85178941453,17552.317039454003,15047.976458534395,20785.741157720146,7155.217031260783,12674.716497823649,1051.5470744695324
16009.853890587838,25232.050545663413,21558.56394913987,26736.647811848765,22641.472926807153,21741.209457411343,24244.75738208957,19992.905198776763,21413.016059418325,1258.503562829121
15798.964343837855,24201.16548615583,21162.09287665476,26942.450223198473,21587.99368633506,21728.034380968922,23171.168723992392,19168.468708388828,20733.95180650065,1263.3291019209605
20064.791342230288,24366.2023901883,23294.17263379528,26941.60653835539,23896.821329262308,22596.04610212902,24126.041530043003,19951.884628492862,22357.020422894413,1390.0319249686859
15036.459114736132,22126.279586406832,21323.82012532986,25664.017290206626,20923.559415967196,19487.28775891191,21007.162339105344,18743.295446501917,19457.814383033998,1283.1160988612576
16729.37895711153,22143.913034742603,23409.916320243086,25055.11586382619,21265.444857172264,21188.34875307245,21006.733418854303,17687.981491777944,20072.76252889664,1355.106036529838
15886.949688232442,21754.31120133619,21786.75107329419,24897.40826940206,19531.28657774679,20707.06766271682,19786.50528697938,15579.261058635986,18783.6236369604,1310.7257269136662
14149.080817566462,20120.156107967756,21159.106684640734,24270.838535489907,17853.220955816578,21368.573149831034,18021.443908471123,17895.998814801307,17747.104462493528,1289.8752071154086
13037.685662223965,19373.454977899517,20041.31814425456,24331.20299699004,17443.71346525794,20888.51459429024,17972.341574486818,17480.64187930925,17384.960000855892,1295.0686606413924
10585.957024560828,17425.814940808003,19916.297547319664,24195.902185985033,15988.320188637694,20442.96586717025,15825.451927623963,18471.909918128455,16371.988477174826,1289.0522602614915
9894.912833931332,16212.346822894991,19079.36693613714,23765.713917434885,14458.833939149426,20124.21487787322,14753.037924159607,18203.0016028686,15399.733494727208,1283.8202252182632
9309.13690544679,14170.688450408798,17323.14151890807,23428.599461868514,12154.01506781043,18686.689682218344,12451.542831499819,18013.212722025986,13675.536966032396,1273.5413929852646
8816.150247013364,12621.088122824738,16432.54437315624,22797.260473298822,10290.483589085326,18045.465043429293,11191.290683409788,17109.3128396741,12384.888385708871,1272.9557137438705
8162.66396644421,10151.108562224705,14778.208198684268,21614.736438285596,9423.611856072845,16577.294702578074,9624.109426360294,15500.279175386266,10271.069324690723,1311.9032651686957
7831.191156330522,9763.336362695805,14640.056071393874,21233.944328701495,9210.315425327357,16026.768910801808,9313.229166480764,15694.176789636498,9820.821529141762,1318.5436034872055
7081.4449958799105,9168.323549084038,12732.707541916909,19997.06414425795,8513.193937999995,14495.261177050692,8640.764873192746,13671.177742389898,9134.213218699826,1383.3380202548037
6884.981079585444,9000.357504101079,12610.4926170169,19429.95126988463,8278.401897096073,13786.60220116448,8457.472946353033,13742.559421647447,8913.365842346764,1365.1501739155801
6097.178833664273,8452.158416639799,10047.252869182788,18029.49060747526,7465.80707327052,12116.435800651067,7670.870434022216,12481.306699110799,8101.242270007188,1183.3356302058114
5774.293828986238,8081.1860947985,9582.622621371007,17556.45316846764,7094.41998931353,10938.352580580451,7362.159274108127,12026.881482806146,7777.855850771355,1178.3939784259308
