carts,carts-db,catalogue,catalogue-db,front-end,orders,orders-db,payment,queue-master,rabbitmq,session-db,shipping,user,user-db
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,24,6,1,1,1,1,2,1,1,2
6,8,1,2,22,6,1,1,1,1,2,1,1,2
6,8,1,2,24,6,1,1,1,1,2,1,1,2
6,8,1,2,16,6,1,1,1,1,2,1,1,2
6,8,1,2,16,6,1,1,1,1,2,1,1,2
6,8,1,2,16,6,1,1,1,1,2,1,1,2
6,8,1,2,16,6,1,1,1,1,2,1,1,2
6,8,1,2,5,6,1,1,1,1,2,1,1,2
6,8,1,2,5,6,1,1,1,1,2,1,1,2
6,8,1,2,20,6,1,1,1,1,2,1,1,2
6,8,1,2,17,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
6,8,1,2,21,6,1,1,1,1,2,1,1,2
