/ GET,/product/{id} && GET,avg
459.78015492438215,,459.78015492438215
445.542638483965,,445.542638483965
445.542638483965,,445.542638483965
466.47849056603775,,466.47849056603775
466.47849056603775,,466.47849056603775
428.09038737446195,,428.09038737446195
428.09038737446195,,428.09038737446195
423.09158945117605,,423.09158945117605
412.52290345313594,,412.52290345313594
412.52290345313594,,412.52290345313594
400.581881533101,,400.581881533101
400.581881533101,,400.581881533101
418.33708655876137,,418.33708655876137
444.33070301291247,,444.33070301291247
444.33070301291247,,444.33070301291247
413.8067632850242,,413.8067632850242
413.8067632850242,,413.8067632850242
427.7767732962448,,427.7767732962448
428.1220971147079,,428.1220971147079
428.1220971147079,,428.1220971147079
421.8136073706591,,421.8136073706591
421.8136073706591,,421.8136073706591
421.2730823863636,,421.2730823863636
425.98538845331433,,425.98538845331433
425.98538845331433,,425.98538845331433
378.46185852981966,,378.46185852981966
378.46185852981966,,378.46185852981966
381.51411845730036,,381.51411845730036
381.51411845730036,,381.51411845730036
381.51411845730036,,381.51411845730036
347.9377990430622,,347.9377990430622
347.9377990430622,,347.9377990430622
391.12578616352204,,391.12578616352204
391.12578616352204,,391.12578616352204
380.3471539002108,,380.3471539002108
389.24478442280946,,389.24478442280946
389.24478442280946,,389.24478442280946
396.1915113871636,,396.1915113871636
396.1915113871636,,396.1915113871636
393.0959383753501,,393.0959383753501
385.215331010453,,385.215331010453
385.215331010453,,385.215331010453
438.93185131195344,,438.93185131195344
438.93185131195344,,438.93185131195344
400.9554277498203,,400.9554277498203
417.3124555160142,,417.3124555160142
417.3124555160142,,417.3124555160142
408.0576512455516,,408.0576512455516
408.0576512455516,,408.0576512455516
402.1875444839858,,402.1875444839858
395.8082094833688,,395.8082094833688
395.8082094833688,,395.8082094833688
415.60071174377225,,415.60071174377225
415.60071174377225,,415.60071174377225
359.5217243720299,,359.5217243720299
359.5217243720299,,359.5217243720299
359.5974289580514,,359.5974289580514
335.75402684563767,,335.75402684563767
335.75402684563767,,335.75402684563767
328.6932659932659,,328.6932659932659
328.6932659932659,,328.6932659932659
338.6289993192648,,338.6289993192648
354.96180081855385,,354.96180081855385
354.96180081855385,,354.96180081855385
341.150269541779,,341.150269541779
341.150269541779,,341.150269541779
344.7367003367003,,344.7367003367003
