avg,o1
311.9774729035389,0
346.0100152343869,0
362.65748714726885,0
385.69320417787264,0
407.11029664091376,0
445.83411645205456,0
451.86681967498896,0
432.7556668710977,0
451.5201341587557,0
504.0091786769357,0
501.4425575192967,0
486.4863787448247,0
481.1951201964054,0
535.28335943556,0
594.6977905934885,0
605.5762712659039,0
630.6227413560973,0
602.3584364676185,0
611.721099332248,0
605.1247511577154,0
578.0419567019136,0
675.317324679195,0
733.6890301449574,0
754.401897351662,0
751.1663062929589,0
751.2829681436787,0
734.4149413480344,0
762.6727572240542,0
764.9115148703403,0
769.4799873729751,0
781.405425938691,0
752.3764504904265,0
758.9812067452243,0
765.6578687128051,0
792.533988295777,0
792.533988295777,0
759.0156948283254,0
766.4690773005927,0
759.4357648788202,0
740.704622293896,0
774.639804078269,0
800.4958324648463,0
800.1998946372003,0
800.1998946372003,0
800.1998946372003,0
771.7207682742595,0
762.245893616175,0
769.6692761034385,0
778.8221887153398,0
799.5921265105169,0
799.592126510517,0
772.9226899831782,0
765.8598507204572,0
759.3729337450494,0
768.4933450186847,0
735.6407780682654,0
799.9926664316167,0
799.9926664316167,0
772.6175609957351,0
799.4821466750328,0
799.4821466750329,0
775.7731223923374,0
761.4985258111101,0
757.6274968320222,0
799.620770669086,0
799.7480880373314,0
799.9281058088151,0
800.1093926028573,0
768.3109659398452,0
767.5671023853835,0
800.114877940422,0
800.0527455329045,0
761.9735787370541,0
755.4691101727149,0
765.3591247954332,0
772.2257933429246,0
766.2144998351148,0
759.4013962444433,0
799.8522113591525,0
799.8522113591525,0
799.8522113591525,0
769.2683640518819,0
762.1580843162624,0
755.1813254602583,0
771.9405399294134,0
800.1446477124631,0
769.1784295045823,0
762.2185791429209,0
799.9378747097852,0
770.6637953943325,0
765.9480279965683,0
751.9911019750031,0
752.7484833016537,0
780.798198651928,0
769.4443679763474,0
799.891336886201,0
799.8913368862009,0
769.4040756891916,0
800.0004175366266,0
800.0278973879713,0
800.1017614976038,0
800.1017614976038,0
800.1293472067362,0
770.00289798543,0
800.1018807249851,0
763.7526143015415,0
770.6942253474106,0
799.7538801091804,0
770.2823428872371,0
767.5743389599055,0
760.6406314969622,0
761.0477675153294,0
770.410536185639,0
799.9356666491013,0
800.2290921699635,0
766.6343320775446,0
755.9208117820741,0
768.9821902884769,0
768.914436440201,0
755.0024397859532,0
750.4428326260263,0
799.9964637388175,0
770.2346626159969,0
766.3710604676426,0
763.8403650370566,0
756.9085310696289,0
799.8936271509401,0
799.8803343565398,0
766.7331945088242,0
759.6156865754868,0
799.8041533523096,0
799.4740443365939,0
763.8899451756855,0
799.8786029065071,0
799.8786029065071,0
799.8786029065071,0
770.2018058512931,0
763.2306294681878,0
751.2466510338461,0
751.8567571218491,0
799.775183226179,0
799.775183226179,0
799.775183226179,0
799.682379450516,0
767.8913059108531,0
799.7579954345015,0
771.7515086715098,0
757.6997543036282,0
700.23524398716,0
743.303485114188,0
800.1724734717142,0
800.1724734717142,0
800.0718921024912,0
800.1982720989507,0
799.9704176067853,0
799.9420390998246,0
800.0009649127846,0
799.9750986452676,0
799.8961035719013,0
799.8961035719013,0
767.2362568386789,0
800.3234191485043,0
764.9905609141459,0
758.0240837896441,0
800.2365222912427,0
800.2365222912427,0
766.5558606219677,0
765.3607977326014,0
766.1239188066317,0
767.2556468192715,0
767.1146253570049,0
799.8582131130269,0
762.7768571453346,0
799.964411904531,0
799.964411904531,0
799.9228392384803,0
768.2986263221234,0
799.8850842183508,0
799.9481133209777,0
763.9816814758369,0
764.2306824785193,0
757.2329268610829,0
756.572475996163,0
769.0333008296147,0
800.3738165263086,0
800.3738165263084,0
800.3738165263086,0
800.4749121834167,0
800.085672595045,0
800.085672595045,0
742.236855995067,0
760.8726286461109,0
753.8749134741355,0
799.6134827417073,0
763.5473478849729,0
756.5654212327578,0
755.0410069921274,0
763.1128914310558,0
800.0654493625085,0
770.8210593699586,0
763.1825482877805,0
799.5605359956045,0
799.9473278295005,0
799.9473278295005,0
799.6747165377268,0
799.6747165377268,0
763.5889763932631,0
772.4136174071334,0
763.6239147537503,0
800.0965696933748,0
770.8847320335433,0
763.8773763998827,0
757.2308149068414,0
800.1690455703472,0
763.2949781196725,0
763.2949781196724,0
771.9376284705894,0
799.8193572344047,0
770.312083371033,0
763.3798707298369,0
756.4110181009361,0
800.1179179493531,0
800.1179179493531,0
766.773868399732,0
799.9282185849936,0
799.9282185849936,0
799.994506243267,0
799.994506243267,0
800.0739735432198,0
800.0437733267477,0
800.0437733267477,0
799.9214926235759,0
800.3448259623681,0
800.3448259623681,0
764.0506925381338,0
800.2076909255107,0
737.3478902397067,0
800.4734510602682,0
800.1984754008063,0
764.1315740994847,0
756.5441521257886,0
799.6778005335818,0
799.6778005335818,0
764.910114772824,0
799.7754623479512,0
761.5969504191568,0
733.5695583680476,0
757.3340253417126,0
799.7028349843454,0
772.4436664740967,0
799.707273198353,0
799.5577306227939,0
799.8611776603126,0
769.0785780142045,0
800.1821018027726,0
800.1821018027726,0
760.2995795357585,0
799.8344457131885,0
799.918245477459,0
756.9473087831601,0
764.0579045932159,0
770.8225702114197,0
799.7223325829833,0
799.774474297374,0
770.9781725127682,0
735.9722612211949,0
679.1070652447611,0
757.7498591512389,0
