unknown,avg
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1509.7671232876714,1509.7671232876714
1016.987341772152,1016.987341772152
1016.987341772152,1016.987341772152
1252.279569892473,1252.279569892473
1292.2130434782607,1292.2130434782607
1292.2130434782607,1292.2130434782607
1162.0186440677965,1162.0186440677965
1162.0186440677965,1162.0186440677965
1035.107003891051,1035.107003891051
1428.7187817736808,1428.7187817736808
1334.5712596225676,1334.5712596225676
1178.498486305925,1178.498486305925
1110.3842280592885,1110.3842280592885
1015.2366769120736,1015.2366769120736
1059.9906068255425,1059.9906068255425
1051.0530230770098,1051.0530230770098
1158.6894438169372,1158.6894438169372
1073.6591286306805,1073.6591286306805
1076.597052845504,1076.597052845504
1107.5414179104332,1107.5414179104332
1207.733995327089,1207.733995327089
1279.2703815260925,1279.2703815260925
1162.614719626159,1162.614719626159
1146.1594170403498,1146.1594170403498
1013.9639841688734,1013.9639841688734
1021.1450063211428,1021.1450063211428
1022.3498787879078,1022.3498787879078
1102.828636363643,1102.828636363643
1052.077187153938,1052.077187153938
1052.889144316738,1052.889144316738
1323.8995941558346,1323.8995941558346
1409.7464396284738,1409.7464396284738
1701.9664697193327,1701.9664697193327
1451.7385336273428,1451.7385336273428
1451.7385336273428,1451.7385336273428
1477.383619818016,1477.383619818016
1494.3703815261222,1494.3703815261222
1724.985156993357,1724.985156993357
2302.2796626054524,2302.2796626054524
2339.496905697464,2339.496905697464
2363.821351084801,2363.821351084801
3078.367927833614,3078.367927833614
3138.78030558571,3138.78030558571
4320.079591755356,4320.079591755356
5404.387368157591,5404.387368157591
4953.603481169659,4953.603481169659
3960.758963909339,3960.758963909339
3787.2765218206114,3787.2765218206114
3827.26459548814,3827.26459548814
3738.666216467614,3738.666216467614
3671.904216185622,3671.904216185622
3547.9189009661904,3547.9189009661904
2947.9229408175784,2947.9229408175784
3574.476885434668,3574.476885434668
3183.531311816762,3183.531311816762
3647.75120292887,3647.75120292887
3651.745438236808,3651.745438236808
3662.98921425086,3662.98921425086
3675.146634834013,3675.146634834013
3751.4458581138415,3751.4458581138415
3540.1745376078848,3540.1745376078848
3589.1259073021406,3589.1259073021406
4120.08957948244,4120.08957948244
4120.08957948244,4120.08957948244
4175.739043478264,4175.739043478264
4031.7021739130464,4031.7021739130464
3971.865654688153,3971.865654688153
3141.596589698052,3141.596589698052
3234.141548073592,3234.141548073592
3083.0514795754225,3083.0514795754225
3050.415465371355,3050.415465371355
3050.415465371355,3050.415465371355
2667.3043213633578,2667.3043213633578
2978.0060376213573,2978.0060376213573
2964.6876584283864,2964.6876584283864
3192.640400616327,3192.640400616327
