/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg,unknown
2314.9122807017548,2311.072664359862,2289.2857142857147,2288.6363636363635,196.05769230769238,2270.877531340405,
2314.9122807017548,2311.072664359862,2289.2857142857147,2288.6363636363635,196.05769230769238,2270.877531340405,
2321.153846153846,2310.281690140845,2278.712871287129,2294.4444444444443,190.27777777777789,2271.2589073634203,
2321.153846153846,2310.281690140845,2278.712871287129,2294.4444444444443,190.27777777777789,2271.2589073634203,
2324.2991374538424,2314.0,2272.0,2301.1160714285716,184.8360655737705,2273.0460921843687,
2324.155000524789,2314.0,2272.0,2301.1160714285716,184.8360655737705,2273.0460921843687,
2387.9171247840304,2315.8536585365855,2274.639423076923,2305.1724137931037,180.99999999999994,2294.3434935521686,
2387.778469767937,2315.8536585365855,2274.639423076923,2305.1724137931037,180.99999999999994,2294.3434935521686,
2382.328240281113,2319.094138543517,2280.45738045738,2310.3389830508477,185.57692307692315,2296.901980700864,
2382.2098955416714,2319.094138543517,2280.45738045738,2310.3389830508477,185.57692307692315,2296.901980700864,
2377.4859557053437,2320.9302325581393,2280.7904411764707,2312.3867069486405,184.26966292134836,2295.9514170040484,
2377.375307565215,2320.9302325581393,2280.7904411764707,2312.3867069486405,184.26966292134836,2295.9514170040484,
2389.993730355984,2321.3997853182254,2282.4257425742576,2315.258855585831,190.86538461538467,2300.6958657388454,
2389.8962444486497,2321.3931363415127,2282.4257425742576,2315.258855585831,190.86538461538467,2300.6958657388454,
2395.520389390535,2322.1126218387362,2280.471124620061,2317.4563591022443,193.94736842105257,2302.71129394166,
2395.431310751034,2322.106619400166,2280.471124620061,2317.4563591022443,193.94736842105257,2302.71129394166,
2393.92913903803,2323.777818614685,2281.626928471248,2320.0688073394494,194.13385826771662,2303.643863870746,
2393.8405389984227,2323.771850461557,2281.626928471248,2320.0688073394494,194.13385826771662,2303.643863870746,
2394.332185782997,2325.03558331813,2287.1827411167515,2319.4327731092435,197.44755244755248,2305.2224676554124,
2394.2560558938612,2325.0305865295536,2287.1827411167515,2319.4327731092435,197.44755244755248,2305.2224676554124,
2390.626095663334,2325.017020965758,2287.8220140515223,2321.220930232558,195.96026490066237,2305.152838427948,
