/ && GET,avg
2049.2433795712486,2049.2433795712486
2075.704225352112,2075.704225352112
2098.627243928194,2098.627243928194
2102.3613963039015,2102.3613963039015
2101.6794625719767,2101.6794625719767
2105.0792171481826,2105.0792171481826
2084.9726775956287,2084.9726775956287
2069.2895683453244,2069.2895683453244
2057.168141620562,2057.168141620562
2039.870210948717,2039.870210948717
2026.7948589555021,2026.7948589555021
2009.0107159523768,2009.0107159523768
2008.505184493743,2008.505184493743
2012.676056338029,2012.676056338029
2013.13559322034,2013.13559322034
1995.7399103139014,1995.7399103139014
1994.4977843426884,1994.4977843426884
1984.8871085214864,1984.8871085214864
1942.8571428571436,1942.8571428571436
1891.9168591224018,1891.9168591224018
1819.1249999999995,1819.1249999999995
1794.5111492281308,1794.5111492281308
1706.8376068376065,1706.8376068376065
1697.3557692307693,1697.3557692307693
1679.4117647058824,1679.4117647058824
1670.623145400595,1670.623145400595
1647.8658536585372,1647.8658536585372
1619.9333009339098,1619.9333009339098
1625.246376646586,1625.246376646586
1662.675103505391,1662.675103505391
1673.6473024813079,1673.6473024813079
1693.2566844118664,1693.2566844118664
1682.9880942845098,1682.9880942845098
1640.9844289708353,1640.9844289708353
1626.0794581458053,1626.0794581458053
1576.8689081073285,1576.8689081073285
1560.00367956858,1560.00367956858
1520.0221207125282,1520.0221207125282
1393.6635730392748,1393.6635730392748
1286.3864695366537,1286.3864695366537
1089.5036928213974,1089.5036928213974
1026.8362630626011,1026.8362630626011
976.939638744567,976.939638744567
976.7284580770477,976.7284580770477
967.208325972613,967.208325972613
964.4632039236006,964.4632039236006
958.9310635551647,958.9310635551647
950.4567317122555,950.4567317122555
945.9999839856728,945.9999839856728
939.3948665223127,939.3948665223127
930.3347599057436,930.3347599057436
910.3031838662648,910.3031838662648
904.4011671229769,904.4011671229769
891.8894614498525,891.8894614498525
886.0453539828916,886.0453539828916
885.4328976765678,885.4328976765678
882.4658082517433,882.4658082517433
889.7787093845693,889.7787093845693
899.889831132322,899.889831132322
898.7413291472666,898.7413291472666
893.9387116537052,893.9387116537052
893.1404179815559,893.1404179815559
888.2407891635456,888.2407891635456
889.8395721925135,889.8395721925135
893.7169700528482,893.7169700528482
893.7169700528482,893.7169700528482
873.6809889173912,873.6809889173912
865.6421762094715,865.6421762094715
859.5074812967582,859.5074812967582
856.1090225563912,856.1090225563912
860.8260817869152,860.8260817869152
870.9956792636028,870.9956792636028
872.6351368783128,872.6351368783128
874.9690594059407,874.9690594059407
873.1249999999995,873.1249999999995
870.2380952380954,870.2380952380954
870.1618122977351,870.1618122977351
878.1522728058657,878.1522728058657
881.9426659977805,881.9426659977805
880.985836348873,880.985836348873
881.1890243902441,881.1890243902441
879.8959608323139,879.8959608323139
880.217391304348,880.217391304348
885.2832512315267,885.2832512315267
896.6867469879522,896.6867469879522
897.9542719614919,897.9542719614919
900.1207729468599,900.1207729468599
901.8674698795182,901.8674698795182
893.6947798726326,893.6947798726326
891.6296508022915,891.6296508022915
892.3440225273846,892.3440225273846
892.6498295984247,892.6498295984247
888.5403329065298,888.5403329065298
875.8032128514054,875.8032128514054
863.3792100465628,863.3792100465628
838.9173293744859,838.9173293744859
836.5014811809255,836.5014811809255
821.706936866719,821.706936866719
821.706936866719,821.706936866719
803.7593984962402,803.7593984962402
800.3791069924177,800.3791069924177
790.5329935476873,790.5329935476873
777.1660794172142,777.1660794172142
779.0843597377254,779.0843597377254
781.5928474762834,781.5928474762834
773.1498194945854,773.1498194945854
743.1578947368425,743.1578947368425
733.6089494163423,733.6089494163423
690.3765690376569,690.3765690376569
690.3545359749736,690.3545359749736
689.1821946169778,689.1821946169778
