unknown,avg
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
846.875,846.875
846.875,846.875
1038.1944444444446,1038.1944444444446
976.22,976.22
976.22,976.22
1005.4193548387098,1005.4193548387098
969.5,969.5
969.5,969.5
986.974358974359,986.974358974359
986.974358974359,986.974358974359
908.0909090909092,908.0909090909092
1150.5666666666666,1150.5666666666666
1150.5666666666666,1150.5666666666666
1395.9924242424242,1395.9924242424242
1364.645394736901,1364.645394736901
1364.645394736901,1364.645394736901
1518.1434523810055,1518.1434523810055
1518.1434523810055,1518.1434523810055
1474.6852941176846,1474.6852941176846
1132.8809659091164,1132.8809659091164
1132.8809659091164,1132.8809659091164
979.370783132557,979.370783132557
1136.265789473684,1136.265789473684
1136.265789473684,1136.265789473684
984.5088362068838,984.5088362068838
984.5088362068838,984.5088362068838
915.9520304568376,915.9520304568376
1193.2460893854584,1193.2460893854584
1193.2460893854584,1193.2460893854584
1278.6302690582827,1278.6302690582827
1303.1048117154687,1303.1048117154687
1225.172707423568,1225.172707423568
1361.5945606694625,1361.5945606694625
1361.5945606694625,1361.5945606694625
1256.8769736842155,1256.8769736842155
1174.0018867924573,1174.0018867924573
1174.0018867924573,1174.0018867924573
1107.524056603769,1107.524056603769
1078.5560060060016,1078.5560060060016
1108.4621301775237,1108.4621301775237
1349.6083573487076,1349.6083573487076
1349.6651948051986,1349.6651948051986
1394.952528089892,1394.952528089892
1457.2545197740158,1457.2545197740158
1441.5922005571076,1441.5922005571076
1427.7778772378483,1427.7778772378483
1343.316463414616,1343.316463414616
1301.9754176610695,1301.9754176610695
1079.3748730964164,1079.3748730964164
1063.7057894736529,1063.7057894736529
1086.9722938144332,1086.9722938144332
1155.7338747099698,1155.7338747099698
1150.5556034482695,1150.5556034482695
1334.6305454545536,1334.6305454545536
1371.823542407097,1371.823542407097
1300.4873650277457,1300.4873650277457
1243.0895027624372,1243.0895027624372
1237.6950335570532,1237.6950335570532
1368.023513870528,1368.023513870528
1362.487466124651,1362.487466124651
1343.6796647230212,1343.6796647230212
1245.0363402061705,1245.0363402061705
1309.7392384529253,1309.7392384529253
1595.5036213464025,1595.5036213464025
1613.9258764607705,1613.9258764607705
1631.302040816329,1631.302040816329
