avg,o1
459.4134086813257,0
502.61073507931775,0
502.61073507931775,0
502.61073507931775,0
478.515212241821,0
582.0500347058388,0
596.5680904667043,0
646.398667550772,0
647.3215920946285,0
649.1556138176926,0
617.17466161967,0
676.5282857293911,0
676.5282857293911,0
683.9254462144016,0
647.7261808066971,0
714.5144187961347,0
718.153425568941,0
682.2139071640161,0
757.6104140734894,0
757.6104140734896,0
742.1389883072142,0
749.2159646354372,0
748.8494551204154,0
672.3163924965133,0
667.1691713464925,0
782.2112785959566,0
761.1575554756868,0
799.5240671733392,0
799.5240671733392,0
799.1406585919228,0
799.1406585919229,0
766.315368293586,0
759.8369107142189,0
752.8818431797284,0
764.40783531361,0
799.5836591355699,0
799.9040344839234,0
768.0048973397413,0
761.0295829071206,0
800.1378563929195,0
799.9735422156394,0
799.9735422156396,0
758.8602379661887,0
800.1057192915974,0
800.1996464700898,0
800.1996464700898,0
744.4579050533055,0
730.4295177685334,0
754.1601671111766,0
799.999711672426,0
800.058005521151,0
800.0297447304096,0
767.0881161571821,0
800.140470171248,0
765.0207359896145,0
738.7426698549107,0
761.7552360833448,0
754.7016392081454,0
759.8403336041015,0
799.9322531486779,0
799.5890775484817,0
764.869783776988,0
769.8707557437245,0
799.5498030484797,0
799.5498030484797,0
799.5498030484797,0
746.6138848833563,0
713.410417366262,0
762.4266890618995,0
755.4852677018899,0
771.8971369363717,0
800.1910537931678,0
800.3927077362572,0
800.3927077362572,0
741.6542339822863,0
770.930241321275,0
738.3950748471694,0
769.7410180437547,0
800.0865555371956,0
800.1452378069994,0
800.1452378069993,0
800.4728747120942,0
769.8506949569215,0
766.5495672936203,0
800.2326119474958,0
765.4470277701,0
753.5131798245084,0
762.4563147414066,0
712.2356705987953,0
766.6525270195523,0
759.7063670460803,0
752.750203001595,0
764.9557029781588,0
800.0809980482724,0
800.1546329580974,0
769.3340639804718,0
766.931605769636,0
759.8398536802364,0
752.6107294846022,0
770.4382523147106,0
762.6010646325365,0
755.6549733252078,0
760.6822175598855,0
765.613149414203,0
722.325518863056,0
763.7778091573804,0
756.7686979175827,0
761.8163000957179,0
800.1054327867206,0
768.511237870277,0
741.2004769034188,0
699.3734725565987,0
694.2097870579823,0
761.5092245423369,0
799.450072176011,0
799.295161334778,0
799.295161334778,0
763.309084907719,0
799.7576629013507,0
767.9551527403638,0
799.9997650081716,0
742.2595539646084,0
800.3404127326797,0
800.3404127326797,0
768.6744169158922,0
766.1919883636231,0
736.6450035364387,0
751.8140260214135,0
800.00356596389,0
800.232158023641,0
800.1997964773553,0
765.7515678300666,0
800.3136734470244,0
800.3136734470244,0
747.1034151374972,0
799.9272014732818,0
799.9272014732818,0
799.9272014732818,0
799.6601967464229,0
799.9508483207434,0
766.0868797132891,0
733.7853584956028,0
769.5999860310985,0
799.8500128128527,0
799.8500128128527,0
769.2484050571803,0
799.8036795051873,0
764.333500373934,0
736.2237453100832,0
800.0608383656433,0
799.9641773744708,0
773.3660853337087,0
766.3768543530232,0
759.7406340701025,0
752.9575194394569,0
726.6074312910262,0
800.5016929862845,0
800.5016929862845,0
800.5016929862845,0
800.2905830417407,0
800.376536174916,0
800.2748439854408,0
764.4061548917813,0
770.9020260206237,0
799.7699004228501,0
771.151921055269,0
771.2200330465784,0
764.2639386007979,0
758.9029729181065,0
751.9260389389606,0
800.1586815775377,0
800.1586815775377,0
800.1586815775377,0
759.9454065143052,0
766.9253182990026,0
772.3217610915265,0
745.3549424268316,0
770.5909488252822,0
799.8192483538515,0
772.9205376887804,0
799.8745010986006,0
752.9535260300656,0
799.7718224538717,0
767.7602299396641,0
761.2169726823654,0
800.0432931901636,0
800.0432931901636,0
770.7650142578585,0
746.6338238386941,0
746.6275844766509,0
768.6489236872218,0
742.6462207882738,0
769.5295413541774,0
762.587085376202,0
799.6864567326974,0
799.6110952902523,0
799.6110952902523,0
799.6270014745828,0
770.2956782265148,0
744.7948995965605,0
711.6167972514023,0
710.1707160020904,0
754.569366369034,0
800.3068052420426,0
800.4265183220353,0
800.4265183220353,0
800.4265183220351,0
800.4265183220353,0
773.6442593034465,0
800.3895025550147,0
758.8279611511659,0
763.0807651536047,0
756.1152809455211,0
799.5638223057065,0
799.5192257972785,0
774.0472111981729,0
764.893804299763,0
761.0085833449884,0
799.4948481967996,0
761.8341612938088,0
799.5990566285916,0
799.558514726879,0
799.3168223678417,0
799.5490313670894,0
799.5490313670894,0
799.8260078267956,0
765.6099185432877,0
758.6872241243026,0
774.8741294274224,0
768.1015359093682,0
761.5936630969342,0
717.2681743497719,0
685.0353749270508,0
761.7813156468294,0
800.6708299768572,0
800.647942830101,0
800.647942830101,0
800.5895692434568,0
800.866644126076,0
800.866644126076,0
701.7793047889359,0
682.9438919297972,0
750.4371101769812,0
759.9782503612984,0
752.9864448837718,0
800.0080357324534,0
799.918675813887,0
765.8877977933804,0
761.2740724315775,0
760.314447585348,0
753.308538730406,0
710.3877828479075,0
799.3983349136844,0
734.7745782672192,0
760.6354906145015,0
799.672810774104,0
768.7570655557638,0
761.8224481006112,0
754.8678557512043,0
799.8302532574269,0
765.647276447843,0
799.8946132199083,0
696.0892541738382,0
728.4727844194323,0
800.2260969202076,0
767.1604596889433,0
800.3454811540078,0
800.3454811540078,0
