avg,unknown
10.950000000000001,10.950000000000001
11.475000000000001,11.475000000000001
12.100000000000001,12.100000000000001
12.450000000000001,12.450000000000001
12.475000000000001,12.475000000000001
12.525000000000002,12.525000000000002
13.025,13.025
13.125,13.125
13.65,13.65
13.675,13.675
14.100000000000001,14.100000000000001
14.100000000000001,14.100000000000001
14.100000000000001,14.100000000000001
14.600000000000001,14.600000000000001
14.65,14.65
15.225000000000001,15.225000000000001
15.25,15.25
15.2,15.2
15.55,15.55
15.525000000000002,15.525000000000002
15.8,15.8
15.974999999999998,15.974999999999998
16.175,16.175
16.175,16.175
16.2,16.2
16.125,16.125
16.125,16.125
16.075000000000003,16.075000000000003
16.050000000000004,16.050000000000004
16.050000000000004,16.050000000000004
16.200000000000003,16.200000000000003
16.25,16.25
16.250000000000004,16.250000000000004
16.250000000000004,16.250000000000004
16.2,16.2
16.2,16.2
16.225,16.225
16.225,16.225
16.25,16.25
16.45,16.45
16.425,16.425
16.475,16.475
16.475,16.475
16.425,16.425
16.5,16.5
16.475,16.475
16.45,16.45
16.475,16.475
16.425,16.425
16.2,16.2
16.25,16.25
16.275,16.275
16.2,16.2
16.225,16.225
16.225,16.225
16.3,16.3
16.4,16.4
16.450000000000003,16.450000000000003
16.375000000000004,16.375000000000004
16.325000000000003,16.325000000000003
16.35,16.35
16.25,16.25
16.325,16.325
16.3,16.3
16.25,16.25
16.25,16.25
16.200000000000003,16.200000000000003
16.275,16.275
16.375,16.375
16.25,16.25
16.15,16.15
16.225,16.225
16.325000000000003,16.325000000000003
16.200000000000003,16.200000000000003
16.15,16.15
16.125,16.125
16.225,16.225
16.225,16.225
16.25,16.25
16.150000000000002,16.150000000000002
16.250000000000004,16.250000000000004
16.275000000000002,16.275000000000002
16.225,16.225
16.175,16.175
16.3,16.3
16.3,16.3
16.425,16.425
16.375,16.375
16.375000000000004,16.375000000000004
16.475,16.475
16.375,16.375
16.375,16.375
16.35,16.35
16.425000000000004,16.425000000000004
16.325,16.325
16.225,16.225
16.25,16.25
16.25,16.25
16.3,16.3
16.225,16.225
16.2,16.2
16.325,16.325
16.450000000000003,16.450000000000003
16.35,16.35
16.175,16.175
15.9,15.9
16.05,16.05
16.15,16.15
16.175,16.175
16.275000000000002,16.275000000000002
16.3,16.3
16.25,16.25
16.175,16.175
16.35,16.35
16.425000000000004,16.425000000000004
16.375000000000004,16.375000000000004
16.375000000000004,16.375000000000004
16.325000000000003,16.325000000000003
16.325,16.325
16.225,16.225
16.1,16.1
16.049999999999997,16.049999999999997
16.025,16.025
16.225,16.225
16.5,16.5
16.375,16.375
16.400000000000002,16.400000000000002
16.4,16.4
16.4,16.4
16.25,16.25
16.325000000000003,16.325000000000003
16.35,16.35
16.225,16.225
16.150000000000002,16.150000000000002
16.1,16.1
16.125,16.125
16.225,16.225
16.275,16.275
16.25,16.25
16.3,16.3
16.450000000000003,16.450000000000003
16.450000000000003,16.450000000000003
16.299999999999997,16.299999999999997
16.25,16.25
16.375,16.375
16.325000000000003,16.325000000000003
16.225,16.225
16.3,16.3
16.35,16.35
16.275000000000002,16.275000000000002
16.25,16.25
16.275,16.275
16.325,16.325
16.325,16.325
16.275000000000002,16.275000000000002
16.3,16.3
16.3,16.3
16.375,16.375
16.4,16.4
16.425000000000004,16.425000000000004
16.200000000000003,16.200000000000003
16.225,16.225
16.3,16.3
16.275,16.275
16.15,16.15
16.15,16.15
16.125,16.125
16.275,16.275
16.35,16.35
16.275000000000002,16.275000000000002
16.275,16.275
16.275,16.275
16.299999999999997,16.299999999999997
16.325000000000003,16.325000000000003
16.25,16.25
16.125,16.125
16.175,16.175
16.225,16.225
16.200000000000003,16.200000000000003
16.200000000000003,16.200000000000003
16.3,16.3
16.25,16.25
16.15,16.15
16.15,16.15
16.175,16.175
16.200000000000003,16.200000000000003
16.1,16.1
16.15,16.15
16.2,16.2
16.2,16.2
16.2,16.2
16.25,16.25
16.125,16.125
16.175,16.175
16.325000000000003,16.325000000000003
16.25,16.25
16.200000000000003,16.200000000000003
16.15,16.15
16.325000000000003,16.325000000000003
16.3,16.3
16.225,16.225
16.35,16.35
16.275,16.275
16.35,16.35
16.400000000000002,16.400000000000002
16.400000000000002,16.400000000000002
16.325,16.325
16.400000000000002,16.400000000000002
16.35,16.35
16.3,16.3
16.225,16.225
16.400000000000002,16.400000000000002
16.400000000000002,16.400000000000002
16.375,16.375
16.375000000000004,16.375000000000004
16.375000000000004,16.375000000000004
16.275000000000002,16.275000000000002
16.275000000000002,16.275000000000002
16.375000000000004,16.375000000000004
16.35,16.35
16.3,16.3
16.35,16.35
16.425,16.425
16.35,16.35
16.275,16.275
16.325000000000003,16.325000000000003
16.25,16.25
16.3,16.3
16.35,16.35
16.4,16.4
16.275,16.275
16.2,16.2
16.174999999999997,16.174999999999997
16.25,16.25
16.325,16.325
16.400000000000002,16.400000000000002
16.325,16.325
16.15,16.15
16.25,16.25
16.25,16.25
16.275,16.275
16.099999999999998,16.099999999999998
16.05,16.05
16.200000000000003,16.200000000000003
16.300000000000004,16.300000000000004
16.275,16.275
16.275,16.275
16.325,16.325
16.35,16.35
16.475,16.475
16.5,16.5
16.475,16.475
16.325,16.325
16.325000000000003,16.325000000000003
16.45,16.45
16.525000000000002,16.525000000000002
16.55,16.55
16.55,16.55
16.400000000000002,16.400000000000002
16.400000000000002,16.400000000000002
16.575000000000003,16.575000000000003
16.575,16.575
16.5,16.5
16.45,16.45
16.375,16.375
16.425000000000004,16.425000000000004
16.425,16.425
16.325,16.325
