/ GET,/product/{id} && GET,avg
231.7111842105263,231.7111842105263,
204.94664536741215,204.94664536741215,
204.94664536741215,204.94664536741215,
206.93835616438355,206.93835616438355,
217.8594986807388,217.8594986807388,
222.42488418266052,222.42488418266052,
213.39449541284404,213.39449541284404,
213.39449541284404,213.39449541284404,
214.75837163493105,214.75837163493105,
219.2854796320631,219.2854796320631,
214.33998691099475,214.33998691099475,
212.18721461187212,212.18721461187212,
212.18721461187212,212.18721461187212,
219.14309319233308,219.14309319233308,
227.67421718854098,227.67421718854098,
228.06278613472858,228.06278613472858,
213.66010329244676,213.66010329244676,
213.66010329244676,213.66010329244676,
201.3064724919094,201.3064724919094,
206.38708989600832,206.38708989600832,
206.49005851005197,206.49005851005197,
202.29093851132686,202.29093851132686,
204.96263345195726,204.96263345195726,
245.69074195666445,245.69074195666445,
245.69074195666445,245.69074195666445,
280.4028062970568,280.4028062970568,
270.93007467752886,270.93007467752886,
267.5536202185793,267.5536202185793,
270.32394843962004,270.32394843962004,
270.32394843962004,270.32394843962004,
261.1438631790744,261.1438631790744,
253.49707194431346,253.49707194431346,
244.7926344359378,244.7926344359378,
260.3162590879049,260.3162590879049,
260.3162590879049,260.3162590879049,
261.3496666666667,261.3496666666667,
223.30579328505593,223.30579328505593,
188.1690625,188.1690625,
189.17369414726244,189.17369414726244,
189.17369414726247,189.17369414726247,
178.48522941546196,178.48522941546196,
178.48522941546196,178.48522941546196,
187.58139534883722,187.58139534883722,
195.7320634920635,195.7320634920635,
201.36153846153843,201.36153846153843,
189.69243104554204,189.69243104554204,
189.69243104554204,189.69243104554204,
186.52504696305576,186.52504696305576,
195.579283887468,195.579283887468,
206.87183646982479,206.87183646982479,
205.60856958762886,205.60856958762886,
205.60856958762886,205.60856958762886,
211.96153846153848,211.96153846153848,
215.06948051948052,215.06948051948052,
206.69108072916669,206.69108072916669,
196.47125322997417,196.47125322997417,
196.47125322997417,196.47125322997417,
190.77350698856415,190.77350698856415,
192.95313489550344,192.95313489550344,
183.16444444444446,183.16444444444446,
174.14316770186335,174.14316770186335,
174.14316770186335,174.14316770186335,
178.14908976773384,178.14908976773384,
178.14908976773384,178.14908976773384,
194.06040480708413,194.06040480708413,
191.0224935732648,191.0224935732648,
196.53029336734693,196.53029336734693,
211.3978668390433,211.3978668390433,
211.3978668390433,211.3978668390433,
219.14023591087815,219.14023591087815,
217.72602739726028,217.72602739726028,
221.92302631578946,221.92302631578946,
233.01966666666667,233.01966666666667,
233.01966666666667,233.01966666666667,
244.10781041388518,244.10781041388518,
230.93868852459016,230.93868852459016,
213.1074001309758,213.1074001309758,
229.97957198443575,229.97957198443575,
229.97957198443575,229.97957198443575,
240.29946344735075,240.29946344735075,
229.1130834976989,229.1130834976989,
220.40091863517063,220.40091863517063,
222.96657842488418,222.96657842488418,
222.96657842488418,222.96657842488418,
209.21327319587627,209.21327319587627,
209.21327319587627,209.21327319587627,
194.37925497752084,194.37925497752084,
199.04789644012942,199.04789644012942,
196.21886912325286,196.21886912325286,
179.62222222222223,179.62222222222223,
179.62222222222223,179.62222222222223,
174.40322580645162,174.40322580645162,
179.28334376956795,179.28334376956795,
174.094670846395,174.094670846395,
169.72059738643435,169.72059738643435,
169.72059738643435,169.72059738643435,
173.24146649810365,173.24146649810365,
186.0523627075351,186.0523627075351,
202.95921644187538,202.95921644187538,
198.05488578680203,198.05488578680203,
198.05488578680203,198.05488578680203,
210.99484203739522,210.99484203739522,
210.99484203739522,210.99484203739522,
213.89883268482487,213.89883268482487,
208.6247569669475,208.6247569669475,
211.31506849315068,211.31506849315068,
218.7959582790091,218.7959582790091,
218.7959582790091,218.7959582790091,
212.82051282051282,212.82051282051282,
202.61751448808758,202.61751448808758,
192.69391634980988,192.69391634980988,
192.74664107485606,192.74664107485606,
192.74664107485606,192.74664107485606,
187.86502871729422,187.86502871729422,
176.4457215836526,176.4457215836526,
173.35075093867334,173.35075093867334,
176.30314465408804,176.30314465408804,
176.30314465408804,176.30314465408804,
170.87742946708465,170.87742946708465,
166.6811048336472,166.6811048336472,
172.49271690943635,172.49271690943635,
174.31293157564346,174.31293157564346,
174.31293157564346,174.31293157564346,
161.94924812030075,161.94924812030075,
161.94924812030075,161.94924812030075,
168.83260462211115,168.83260462211115,
171.02213216957605,171.02213216957605,
164.606875,164.606875,
154.66708229426433,154.66708229426433,
154.66708229426433,154.66708229426433,
160.09534298300818,160.09534298300818,
163.04909881914233,163.04909881914233,
157.39650872817958,157.39650872817958,
153.41941505911635,153.41941505911635,
153.41941505911635,153.41941505911635,
159.9311320754717,159.9311320754717,
163.2261384903306,163.2261384903306,
157.981608478803,157.981608478803,
155.9446861404599,155.9446861404599,
155.9446861404599,155.9446861404599,
163.63461538461536,163.63461538461536,
167.64321608040203,167.64321608040203,
159.3400123304562,159.3400123304562,
156.44574132492113,156.44574132492113,
156.44574132492113,156.44574132492113,
173.65066751430388,173.65066751430388,
173.65066751430388,173.65066751430388,
187.9777636594663,187.9777636594663,
186.72585768742056,186.72585768742056,
190.30976863753216,190.30976863753216,
202.58585209003218,202.58585209003218,
202.58585209003218,202.58585209003218,
210.36322580645162,210.36322580645162,
207.17811296534018,207.17811296534018,
217.16666666666666,217.16666666666666,
230.5527952613383,230.5527952613383,
230.5527952613383,230.5527952613383,
239.8114355266898,239.8114355266898,
230.07569850552304,230.07569850552304,
220.1791338582677,220.1791338582677,
221.7748846407383,221.7748846407383,
221.7748846407383,221.7748846407383,
215.15200517464424,215.15200517464424,
203.71410256410255,203.71410256410255,
193.91257179323546,193.91257179323546,
196.39110824742266,196.39110824742266,
196.39110824742266,196.39110824742266,
172.76607281497428,172.76607281497428,
172.76607281497428,172.76607281497428,
163.03052510628564,163.03052510628564,
165.22139303482587,165.22139303482587,
161.1116594694633,161.1116594694633,
150.73437499999997,150.73437499999997,
150.73437499999997,150.73437499999997,
155.18602484472046,155.18602484472046,
159.11878109452738,159.11878109452738,
154.00775915580388,154.00775915580388,
151.1931818181818,151.1931818181818,
151.1931818181818,151.1931818181818,
155.58519206939283,155.58519206939283,
161.72321428571428,161.72321428571428,
154.32000000000002,154.32000000000002,
151.36425479282622,151.36425479282622,
151.36425479282622,151.36425479282622,
162.727496917386,162.727496917386,
176.5289672544081,176.5289672544081,
191.4882762991128,191.4882762991128,
188.08647096362475,188.08647096362475,
188.08647096362475,188.08647096362475,
222.08176508760542,222.08176508760542,
222.08176508760542,222.08176508760542,
271.9037037037037,271.9037037037037,
268.2781207133059,268.2781207133059,
277.0067934782609,277.0067934782609,
287.47791580400275,287.47791580400275,
287.47791580400275,287.47791580400275,
275.0686341798216,275.0686341798216,
259.2167454422687,259.2167454422687,
244.51303475935828,244.51303475935828,
276.038854805726,276.038854805726,
276.038854805726,276.038854805726,
340.6833935018051,340.6833935018051,
304.9812322946176,304.9812322946176,
259.84751531654183,259.84751531654183,
265.1627751834556,265.1627751834556,
265.1627751834556,265.1627751834556,
251.72270596115203,251.72270596115203,
247.24181696726785,247.24181696726785,
255.85940660822658,255.85940660822658,
261.5167897918066,261.5167897918066,
261.5167897918066,261.5167897918066,
222.3693219223173,222.3693219223173,
222.3693219223173,222.3693219223173,
172.68292682926827,172.68292682926827,
175.60712054965643,175.60712054965643,
