/ GET,avg
370.0171703296703,370.0171703296703
389.77144866385373,389.77144866385373
389.77144866385373,389.77144866385373
399.6924157303371,399.6924157303371
399.6924157303371,399.6924157303371
416.30818053596613,416.30818053596613
402.92405063291136,402.92405063291136
402.92405063291136,402.92405063291136
387.5290780141844,387.5290780141844
387.5290780141844,387.5290780141844
366.2680055401662,366.2680055401662
360.0560941828255,360.0560941828255
360.0560941828255,360.0560941828255
342.3027397260274,342.3027397260274
331.27733333333333,331.27733333333333
331.27733333333333,331.27733333333333
342.58200000000005,342.58200000000005
354.5638586956522,354.5638586956522
354.5638586956522,354.5638586956522
371.68543956043953,371.68543956043953
374.2444444444444,374.2444444444444
374.2444444444444,374.2444444444444
378.0898491083676,378.0898491083676
378.0898491083676,378.0898491083676
356.3919667590028,356.3919667590028
338.60215053763443,338.60215053763443
338.60215053763443,338.60215053763443
346.68002717391306,346.68002717391306
346.68002717391306,346.68002717391306
385.08615819209035,385.08615819209035
401.4637268847795,401.4637268847795
401.4637268847795,401.4637268847795
462.57703703703703,462.57703703703703
462.57703703703703,462.57703703703703
471.87132352941177,471.87132352941177
471.87132352941177,471.87132352941177
422.2935714285714,422.2935714285714
421.4446808510638,421.4446808510638
421.4446808510638,421.4446808510638
365.554794520548,365.554794520548
365.554794520548,365.554794520548
341.53036437246965,341.53036437246965
350.7631935047361,350.7631935047361
350.7631935047361,350.7631935047361
376.6974043715847,376.6974043715847
376.6974043715847,376.6974043715847
370.9454419889503,370.9454419889503
370.8866120218579,370.8866120218579
370.8866120218579,370.8866120218579
374.8314763231198,374.8314763231198
374.8314763231198,374.8314763231198
419.83333333333337,419.83333333333337
412.935,412.935
412.935,412.935
404.1749644381223,404.1749644381223
401.58368794326236,401.58368794326236
401.5836879432624,401.5836879432624
420.0917630057803,420.0917630057803
420.0917630057803,420.0917630057803
394.24337517433753,394.24337517433753
385.5979166666666,385.5979166666666
385.5979166666666,385.5979166666666
381.37552447552446,381.37552447552446
381.37552447552446,381.37552447552446
385.5166666666667,385.5166666666667
371.22978436657684,371.22978436657684
371.22978436657684,371.22978436657684
341.0033467202142,341.0033467202142
341.0033467202142,341.0033467202142
329.90620871862615,329.90620871862615
330.56108897742365,330.56108897742365
330.56108897742365,330.56108897742365
328.43808255659127,328.43808255659127
318.5307898259706,318.5307898259706
318.5307898259706,318.5307898259706
328.3567639257294,328.3567639257294
328.3567639257294,328.3567639257294
