avg,unknown
1000.0000000000018,1000.0000000000018
2097.779729525535,2097.779729525535
2104.3715931615443,2104.3715931615443
1816.0613731466642,1816.0613731466642
1816.0272784230556,1816.0272784230556
1816.0011475546096,1816.0011475546096
1667.913946959889,1667.913946959889
1667.7557792707119,1667.7557792707119
1656.408710841351,1656.408710841351
1656.225376452645,1656.225376452645
1554.0599007085318,1554.0599007085318
1553.9393332592153,1553.9393332592153
1531.006439423976,1531.006439423976
1530.907120005213,1530.907120005213
1530.8200795879256,1530.8200795879256
1546.945264211629,1546.945264211629
1546.8632994875552,1546.8632994875552
1658.1691701773336,1658.1691701773336
1658.102704513834,1658.102704513834
1669.5297253613792,1669.5297253613792
1669.4840412596363,1669.4840412596363
1733.4801370660784,1733.4801370660784
1733.4392757093724,1733.4392757093724
1733.4019712033282,1733.4019712033282
1744.419268198551,1744.419268198551
1744.3910386744283,1744.3910386744283
1730.0634880972316,1730.0634880972316
1730.0442906119983,1730.0442906119983
1687.457929400227,1687.457929400227
1687.440542460553,1687.440542460553
1687.4240911028462,1687.4240911028462
1642.4713458751808,1642.4713458751808
1642.4573510263413,1642.4573510263413
1597.6129309990683,1597.6129309990683
1597.598570009382,1597.598570009382
1539.5286029209346,1539.5286029209346
1539.5160011967266,1539.5160011967266
1478.7474516576324,1478.7474516576324
1478.8427436971556,1478.8427436971556
1482.6673465676404,1482.6673465676404
1407.8757875787585,1407.8757875787585
1407.8757875787585,1407.8757875787585
1319.706994328923,1319.706994328923
1319.706994328923,1319.706994328923
1298.1177606177607,1298.1177606177607
1298.1177606177607,1298.1177606177607
1183.2885068349112,1183.2885068349112
1183.2232597266031,1183.2232597266031
1183.1565527514892,1183.1565527514892
1109.344667767991,1109.344667767991
1109.3104368575644,1109.3104368575644
1018.3325397749342,1018.3325397749342
1018.3083514422478,1018.3083514422478
984.9791602722503,984.9791602722503
984.9771160640739,984.9771160640739
984.975104098929,984.975104098929
959.0603316878842,959.0603316878842
959.0586945526977,959.0586945526977
955.1492146298446,955.1492146298446
955.1478934557864,955.1478934557864
931.504291175045,931.504291175045
931.5031354575074,931.5031354575074
909.8280083038526,909.8280083038526
909.8269934158807,909.8269934158807
909.8259766716892,909.8259766716892
895.3023461176665,895.3023461176665
895.3014305488539,895.3014305488539
