/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,unknown,avg
101.61335012594458,80.12739726027398,114.55445544554456,77.8945530726257,0.4945945945945933,,84.74492574257427
101.61335012594458,80.12739726027398,114.55445544554456,77.8945530726257,0.4945945945945933,,84.74492574257427
113.61306532663318,90.5068493150685,134.83962264150944,87.73991655076495,0.46621621621621623,,95.78353846153847
113.61306532663318,90.5068493150685,134.83962264150944,87.73991655076495,0.46621621621621623,,95.78353846153847
113.61306532663318,90.5068493150685,134.83962264150944,87.73991655076495,0.46621621621621623,,95.78353846153847
113.76903553299493,91.42955801104972,121.22549019607844,80.26699029126215,0.6851351351351388,,91.6988551980198
113.76903553299493,91.42955801104972,121.22549019607844,80.26699029126215,0.6851351351351388,,91.6988551980198
132.0076530612245,101.77322404371584,129.8472222222222,92.6376404494382,0.6394736842105312,,104.5803217821782
132.0076530612245,101.77322404371584,129.8472222222222,92.6376404494382,0.6394736842105312,,104.5803217821782
133.84935064935064,117.50696378830084,136.51869158878506,108.76628895184136,0.6942857142857195,,116.29258793969849
133.84935064935064,117.50696378830084,136.51869158878506,108.76628895184136,0.6942857142857195,,116.29258793969849
133.84935064935064,117.50696378830084,136.51869158878506,108.76628895184136,0.6942857142857195,,116.29258793969849
155.1155844155844,122.55865921787712,170.44954128440367,121.1244635193133,0.794594594594597,,130.270717884131
155.1155844155844,122.55865921787712,170.44954128440367,121.1244635193133,0.794594594594597,,130.270717884131
156.53470437017995,129.4217032967033,171.1909090909091,127.765625,0.6769230769230793,,134.9974470734745
156.53470437017995,129.4217032967033,171.1909090909091,127.765625,0.6769230769230793,,134.9974470734745
144.76883116883118,127.05431754874652,189.83333333333331,124.06652360515021,0.510526315789476,,131.27275015733164
144.76883116883118,127.05431754874652,189.83333333333331,124.06652360515021,0.510526315789476,,131.27275015733164
142.33376288659795,124.77853260869567,188.23636363636362,123.69460227272727,0.5631578947368445,,129.9455223880597
142.33376288659795,124.77853260869567,188.23636363636362,123.69460227272727,0.5631578947368445,,129.9455223880597
132.09383033419024,115.56948228882833,171.35238095238097,114.27027027027027,0.6025641025641084,,119.86650031191515
132.09383033419024,115.56948228882833,171.35238095238097,114.27027027027027,0.6025641025641084,,119.86650031191515
125.30076142131979,105.64209115281503,159.97297297297294,110.89102564102564,0.44459459459458966,,114.03336425479283
125.3007614213198,105.64209115281501,159.97297297297297,110.89102564102564,0.44459459459458966,,114.03336425479283
125.3007614213198,105.64209115281501,159.97297297297297,110.89102564102564,0.44459459459458966,,114.03336425479283
103.20253164556962,103.49322493224933,158.10091743119264,108.59090909090908,0.5455882352941164,,107.17166356300434
103.20253164556962,103.49322493224933,158.10091743119264,108.59090909090908,0.5455882352941164,,107.17166356300434
103.1299504950495,92.0366847826087,149.95945945945945,98.20762711864408,1.0040540540540566,,99.35359336609338
103.1299504950495,92.0366847826087,149.95945945945945,98.20762711864408,1.0040540540540566,,99.35359336609338
95.63909774436091,85.60945945945946,128.9090909090909,96.8041958041958,0.9062499999999999,,94.25553505535055
95.63909774436091,85.60945945945946,128.9090909090909,96.8041958041958,0.9062499999999999,,94.25553505535055
99.25569620253165,82.87329700272481,135.5981308411215,97.8807531380753,0.9316666666666759,,95.5061571782178
99.25569620253164,82.87329700272478,135.5981308411215,97.8807531380753,0.9316666666666759,,95.50615717821782
99.25569620253164,82.87329700272478,135.5981308411215,97.8807531380753,0.9316666666666759,,95.50615717821782
97.91666666666666,72.50405405405405,114.14622641509435,87.37052341597797,0.9016129032258078,,86.6956880733945
97.91666666666666,72.50405405405405,114.14622641509435,87.37052341597797,0.9016129032258078,,86.6956880733945
100.70933333333333,98.74719101123596,157.83490566037736,127.15357142857142,0.8032258064516158,,113.955931122449
100.70933333333333,98.74719101123596,157.83490566037736,127.15357142857142,0.8032258064516158,,113.955931122449
157.36315789473684,102.20338983050848,174.7596153846154,134.30675287356323,0.7862068965517226,,132.85559820857324
157.36315789473684,102.20338983050848,174.7596153846154,134.30675287356323,0.7862068965517226,,132.85559820857324
160.4151193633952,125.41452991452991,195.59313725490196,157.18409742120346,0.7500000000000079,,150.40703275529864
160.4151193633952,125.41452991452991,195.59313725490196,157.18409742120346,0.7500000000000079,,150.40703275529864
160.4151193633952,125.41452991452991,195.59313725490196,157.18409742120346,0.7500000000000079,,150.40703275529864
162.64533333333333,128.3735632183908,211.09677419354838,156.72063037249285,0.6775862068965549,,152.11189241736875
162.64533333333333,128.3735632183908,211.09677419354838,156.72063037249285,0.6775862068965549,,152.11189241736875
152.32275132275134,120.60919540229885,187.08823529411765,143.83875530410182,0.06774193548386803,,140.69546615581098
152.32275132275134,120.60919540229885,187.08823529411765,143.83875530410182,0.06774193548386803,,140.69546615581098
157.19078947368422,138.72819767441862,187.575,149.96005706134096,0.0599999999999974,,148.2926923076923
157.19078947368422,138.72819767441862,187.575,149.96005706134096,0.0599999999999974,,148.2926923076923
159.97340425531914,141.21364985163203,195.905,153.52745664739885,0.17714285714285194,,151.6731818181818
159.97340425531914,141.21364985163203,195.905,153.52745664739885,0.17714285714285194,,151.6731818181818
159.97340425531914,141.21364985163203,195.905,153.52745664739885,0.17714285714285194,,151.6731818181818
185.15,158.52095808383234,212.1881188118812,169.7343976777939,0.14714285714285325,,169.9376389797253
185.15,158.52095808383234,212.1881188118812,169.7343976777939,0.14714285714285325,,169.9376389797253
192.2795275590551,162.5212121212121,196.8826530612245,157.47841726618705,0.1661290322580601,,166.53918566775243
192.2795275590551,162.5212121212121,196.8826530612245,157.47841726618705,0.1661290322580601,,166.53918566775243
167.47154471544715,183.60307692307694,249.53365384615384,169.52597402597402,0.18787878787878926,,173.82362204724407
167.47154471544715,183.60307692307694,249.53365384615384,169.52597402597402,0.18787878787878926,,173.82362204724407
193.2335164835165,182.77414330218068,271.64646464646466,168.18558951965065,0.18787878787878926,,180.48550531914893
193.2335164835165,182.77414330218068,271.64646464646466,168.18558951965065,0.18787878787878926,,180.48550531914893
197.14324324324326,173.06327160493828,249.26442307692307,157.4142857142857,0.19594594594593978,,172.72719869706842
197.14324324324326,173.06327160493828,249.26442307692307,157.4142857142857,0.19594594594593978,,172.72719869706842
197.23233695652175,171.63373860182372,257.8061224489796,156.7840909090909,0.20714285714285713,,172.5536179921773
197.23233695652175,171.63373860182372,257.8061224489796,156.7840909090909,0.20714285714285713,,172.5536179921773
197.23233695652175,171.63373860182372,257.8061224489796,156.7840909090909,0.20714285714285713,,172.5536179921773
175.19251336898395,140.03115727002967,243.57575757575756,131.50139860139862,0.2597222222222197,,147.8919602818706
175.19251336898395,140.03115727002967,243.57575757575756,131.50139860139862,0.2597222222222197,,147.8919602818706
168.02748691099475,132.4217391304348,222.62980769230768,121.18144044321328,0.14583333333333334,,138.7814663310258
168.02748691099475,132.4217391304348,222.62980769230768,121.18144044321328,0.14583333333333334,,138.7814663310258
146.47251308900522,131.75504322766568,219.9245283018868,121.07916666666668,0.1800000000000052,,133.43823899371068
146.47251308900522,131.75504322766568,219.9245283018868,121.07916666666668,0.1800000000000052,,133.43823899371068
162.57512953367873,126.58857142857144,229.77102803738322,121.74513888888889,0.1615384615384662,,136.8965667915106
162.57512953367873,126.58857142857144,229.77102803738322,121.74513888888889,0.1615384615384662,,136.8965667915106
133.02933673469386,116.74366197183097,159.10849056603774,110.45048143053644,0.15,,118.11749226006194
133.02933673469386,116.74366197183097,159.10849056603774,110.45048143053644,0.15,,118.11749226006194
