/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg,
4153.507810238823,960.7594936708861,2201.0445595423244,947.4762337326445,14.799999999999997,2030.8356623138807,
4575.462932273298,937.2072421940298,1839.37608664737,937.1899680721483,11.071428571428557,2666.914878437093,
4573.197539506373,937.1478961171956,1842.4418210126707,937.1641646145032,11.071428571428596,2650.770830684837,
4603.518479453325,1407.0994868312816,1862.290538092791,998.6296347078664,16.16666666666667,2726.8489621322124,
4602.312759667226,1572.3018799865208,1954.1561309057956,998.6019797143504,15.625875929285414,2631.9366872420396,
4885.311730242409,1964.6436865888704,2115.5646563652663,1834.839556296672,13.468706580775569,2795.2888658367947,
4937.177820982392,1974.3765162879513,2105.1593336856904,1854.17766185504,11.536880511650192,2806.646840681805,
4899.1582052011645,1943.5329867199853,2143.677834392104,1845.902686821259,5.272579369562774,2556.8538825315904,
4795.546460263322,1910.4414629656967,2185.97748213876,1859.8317054003815,4.94916382158263,2483.669390195458,
4758.820338832076,1854.9201749245674,2196.2589958318613,1843.3041954115608,4.7956549324892705,2437.3956428499177,
4701.531896728413,1823.8610804356426,2169.313488779599,1828.8871256686978,4.753645447633718,2415.1606783342677,
4589.52503643913,1764.9497636462772,2131.849152188088,1749.8527384879235,4.724751247422553,2348.4303778275043,
4511.561802296448,1700.2721703800387,2080.4024618093454,1663.4552722137696,4.763831151487908,2307.702967420306,
4414.382131432002,1611.2272154934521,2044.322928235772,1606.3888496778973,4.814768645824714,2274.6936927015245,
4438.531970439084,1610.5637877308918,2043.3243545303474,1636.7866359613297,4.855824026913766,2292.325596149538,
4433.562997955227,1720.2735005349991,2071.2538682253025,1713.1840788231375,4.796440825796825,2304.2753847662134,
4458.394877746218,1754.774718157406,2086.2950051044363,1759.5591882630183,4.794171029172723,2320.2913537754303,
4443.251303531226,1660.5941763638382,2048.5609585178026,1718.4903402372252,4.691684525522413,2316.1084303243006,
4442.396636759047,1622.0994840764754,2021.0757012579425,1666.1385878385795,4.686143800150241,2307.9745161789274,
4389.153165513935,1555.2169286275057,1976.9709626511667,1610.9758739154868,4.653371091423397,2271.4638447681536,
4356.720506581847,1493.1850105916499,1938.379274631522,1569.3413931019923,4.651625962076479,2251.7411100582085,
4274.012308855432,1447.2249632056719,1924.5892873023704,1517.1486326714985,4.629122295347996,2230.130037188851,
4239.859549723131,1386.8237682041538,1899.0622689124698,1454.7690597179426,4.620391916035489,2214.625932990577,
4204.584294703165,1352.9310488702847,1894.0295949825008,1418.1773089503179,4.582325361723507,2204.6355220104833,
4191.704809809256,1304.791073944371,1865.7464783442365,1386.2784170607351,4.641283035375428,2193.5301780139635,
4200.606668826942,1260.5279914657472,1832.8978495118872,1350.3139026349743,4.667458187781657,2189.1250822519087,
4255.628481314292,1256.21061396013,1823.6026695319354,1372.723321131328,4.68653426204307,2210.1548470624584,
4272.943699661149,1298.0937678082364,1863.0728380243463,1411.7762447978578,4.690009077992,2220.8195801651805,
4283.771621464935,1341.0469314260376,1858.0829877531355,1450.5251930567201,4.715668432756606,2221.5896868657674,
4241.254659782436,1303.177462974608,1829.1941957643273,1442.3530813332682,4.720752677516096,2205.8744188363853,
4167.804994604363,1237.3893655882448,1832.7304623115053,1377.3300121089037,4.696832996402012,2183.697249954789,
4162.396918549509,1231.0103535569972,1826.1329244278372,1392.0175233233242,4.6984005521673184,2180.0831904718852,
4082.533815787345,1179.7787489659258,1809.3369381768657,1335.314157526123,4.640626862873949,2143.34143492933,
3949.844710784,1144.0749985943478,1766.1460542636487,1307.402880564805,4.585450375863704,2104.3199208543756,
3639.3579063900106,1155.0258800246352,1780.0116494516624,1324.4924439920374,4.559881754382532,2030.2964501127115,
3562.922169613187,1112.3881851132912,1775.1476267344333,1290.439650376567,4.521258072726615,2007.4184495115826,
