,count
2717,1438
2718,1397
2719,1412
2720,1502
2721,1491
2722,1404
2723,1502
2724,1508
2725,1374
2726,1401
2727,1423
2728,1402
2729,1446
2730,1564
2731,1355
2732,1412
2733,1352
2734,1352
2735,1453
2736,1329
2737,1320
2738,1547
2739,1389
2740,1387
2741,1401
2742,1427
2743,1418
2744,1372
2745,1340
2746,1434
2747,1310
2748,1310
2749,1312
2750,1450
2751,1404
2752,1333
2753,1440
2754,1348
2755,1461
2756,1404
2757,1344
2758,1335
2759,1419
2760,1325
2761,1425
2762,1297
2763,1386
2764,1350
2765,1463
2766,1500
2767,1333
2768,1335
2769,1450
2770,1427
2771,1438
2772,1372
2773,1387
2774,1374
2775,1412
2776,1380
2777,1404
2778,1337
2779,1440
2780,1434
2781,1393
2782,1374
2783,1433
2784,1431
2785,1442
2786,1468
2787,1401
2788,1455
2789,1416
2790,1468
2791,1491
2792,1395
2793,1333
2794,1387
2795,1412
2796,1389
2797,1327
2798,1337
2799,1333
2800,1485
2801,1506
2802,1408
2803,1463
2804,1442
2805,1480
2806,1352
2807,1374
2808,1401
2809,1468
2810,1472
2811,1446
2812,1333
2813,1433
2814,1365
2815,1446
2816,1395
2817,1374
2818,1401
2819,1337
2820,1455
2821,1461
2822,1322
2823,1342
2824,1290
2825,1431
2826,1408
2827,1387
2828,1412
2829,1322
2830,1450
2831,1374
2832,1318
2833,1408
2834,1419
2835,1389
2836,1337
2837,1412
2838,1461
2839,1374
2840,1402
2841,1359
2842,1333
2843,1335
2844,1410
2845,1370
2846,1367
2847,1370
2848,1418
2849,1340
2850,1380
2851,1423
2852,1393
2853,1297
2854,1363
2855,1434
2856,1233
2857,1365
2858,1412
2859,1357
2860,1312
2861,1303
2862,1380
2863,1395
2864,1348
2865,1404
2866,1275
2867,1342
2868,1355
2869,1380
2870,1333
2871,1303
2872,1337
2873,1393
2874,1393
2875,1491
2876,1472
2877,1378
2878,1434
2879,1359
2880,1325
2881,1397
2882,1380
2883,1387
2884,1431
2885,1476
2886,1493
2887,1386
2888,1402
2889,1446
2890,1333
2891,1389
2892,1389
2893,1397
2894,1359
2895,1393
2896,1337
2897,1416
2898,1463
2899,1395
2900,1393
2901,1374
2902,1418
2903,1423
2904,1446
2905,1434
2906,1442
2907,1374
2908,1425
2909,1545
2910,1416
2911,1327
2912,1461
2913,1374
2914,1530
2915,1502
2916,1320
2917,1487
2918,1519
2919,1478
2920,1515
2921,1337
2922,1284
2923,1418
2924,1506
2925,1527
2926,1485
2927,1527
2928,1397
2929,1468
2930,1530
2931,1431
2932,1461
2933,1374
2934,1472
2935,1433
2936,1365
2937,1348
2938,1483
2939,1359
2940,1470
2941,1461
2942,1448
2943,1502
2944,1453
2945,1344
2946,1465
2947,1470
2948,1425
2949,1404
2950,1446
2951,1500
2952,1564
2953,1455
2954,1450
2955,1418
2956,1498
2957,1318
2958,1431
2959,1446
2960,1576
2961,1468
2962,1472
2963,1506
2964,1431
2965,1515
2966,1412
2967,1423
2968,1470
2969,1570
2970,1632
2971,1442
2972,1463
2973,1530
2974,1416
2975,1653
2976,1545
2977,1525
2978,1448
2979,1542
2980,1416
2981,1487
2982,1491
2983,1502
2984,1508
2985,1487
2986,1472
2987,1515
2988,1502
2989,1355
2990,1530
2991,1476
2992,1476
2993,1463
2994,1472
2995,1468
2996,1463
2997,1453
2998,1472
2999,1412
3000,1527
3001,1572
3002,1510
3003,1534
3004,1295
3005,1555
3006,1401
3007,1463
3008,1463
3009,1519
3010,1410
3011,1525
3012,1418
3013,1453
3014,1434
3015,1525
3016,1418
3017,1380
3018,1438
3019,1374
3020,1579
3021,1487
3022,1463
3023,1487
3024,1525
3025,1557
3026,1562
3027,1404
3028,1568
3029,1493
3030,1572
3031,1478
3032,1419
3033,1401
3034,1423
3035,1623
3036,1538
3037,1519
3038,1500
3039,1418
3040,1434
3041,1487
3042,1393
3043,1638
3044,1453
3045,1585
3046,1461
3047,1515
3048,1472
3049,1340
3050,1579
3051,1442
3052,1427
3053,1408
3054,1372
3055,1587
3056,1438
3057,1395
3058,1431
3059,1333
3060,1480
3061,1374
3062,1476
3063,1446
3064,1389
3065,1446
3066,1273
3067,1412
3068,1291
3069,1440
3070,1495
3071,1327
3072,1416
3073,1470
3074,1386
3075,1512
3076,1545
3077,1434
3078,1374
3079,1431
3080,1480
3081,1370
3082,1365
3083,1318
3084,1299
3085,1410
3086,1389
3087,1402
3088,1446
3089,1440
3090,1374
3091,1393
3092,1335
3093,1402
3094,1470
3095,1305
3096,1314
3097,1372
3098,1310
3099,1273
3100,1427
3101,1519
3102,1461
3103,1359
3104,1382
3105,1502
3106,1402
3107,1350
3108,1357
3109,1365
3110,1367
3111,1348
3112,1275
3113,1214
3114,1303
3115,1303
3116,1395
3117,1333
3118,1350
3119,1433
3120,1402
3121,1423
3122,1248
3123,1412
3124,1389
3125,1491
3126,1461
3127,1382
3128,1359
3129,1333
3130,1472
3131,1393
3132,1333
3133,1502
3134,1387
3135,1418
3136,1423
3137,1393
3138,1395
3139,1365
3140,1387
3141,1457
3142,1372
3143,1305
3144,1305
3145,1472
3146,1352
3147,1427
3148,1487
3149,1380
3150,1431
3151,1318
3152,1299
3153,1333
3154,1233
3155,1402
3156,1397
3157,1344
3158,1359
3159,1318
3160,1427
3161,1333
3162,1295
3163,1446
3164,1265
3165,1344
3166,1374
3167,1233
3168,1258
3169,1344
3170,1427
3171,1233
3172,1261
3173,1243
3174,1237
3175,1306
3176,1374
3177,1226
3178,1284
3179,1310
3180,1372
3181,1340
3182,1318
3183,1333
3184,1359
3185,1386
3186,1290
3187,1295
3188,1273
3189,1226
3190,1322
3191,1318
3192,1344
3193,1325
3194,1318
3195,1393
3196,1248
3197,1333
3198,1352
3199,1322
3200,1387
3201,1333
3202,1269
3203,1275
3204,1387
3205,1259
3206,1276
3207,1214
3208,1348
3209,1305
3210,1419
3211,1244
3212,1218
3213,1305
3214,1227
3215,1284
3216,1214
3217,1252
3218,1303
3219,1190
3220,1465
3221,1175
3222,1259
3223,1303
3224,1130
3225,1259
3226,1265
3227,1197
3228,1389
3229,1350
3230,1342
3231,1158
3232,1303
3233,1389
3234,1218
3235,1402
3236,1314
3237,1275
3238,1303
3239,1175
3240,1335
3241,1244
3242,1205
3243,1258
3244,1290
3245,1291
3246,1303
3247,1288
3248,1244
3249,1165
3250,1312
3251,1248
3252,1071
3253,1162
3254,1233
3255,1169
3256,1190
3257,1162
3258,1329
3259,1261
3260,1243
3261,1250
3262,1235
3263,1158
3264,1167
3265,1322
3266,1169
3267,1184
3268,1090
3269,1162
3270,1276
3271,1188
3272,1327
3273,1169
3274,1237
3275,1237
3276,1280
3277,1135
3278,1205
3279,1169
3280,1203
3281,1226
3282,1205
3283,1252
3284,1169
3285,1248
3286,1241
3287,1303
3288,1139
3289,1105
3290,1235
3291,1195
3292,1211
3293,1107
3294,1233
3295,1152
3296,1062
3297,1139
3298,1211
3299,1190
3300,1205
3301,1276
3302,1195
3303,1047
3304,1190
3305,1226
3306,1165
3307,1083
3308,1135
3309,1098
3310,1203
3311,1100
3312,1077
3313,1077
3314,1047
3315,1241
3316,1077
3317,1062
3318,1079
3319,1130
3320,1152
3321,1054
3322,1177
3323,1086
3324,1150
3325,1147
3326,1180
3327,1139
3328,1190
3329,1203
3330,992
3331,1068
3332,1197
3333,1147
3334,1120
3335,1137
3336,1169
3337,1227
3338,1116
3339,1130
3340,1188
3341,1147
3342,1064
3343,1054
3344,1101
3345,1124
3346,1218
3347,1030
3348,1190
3349,1120
3350,1192
3351,1047
3352,1120
3353,1199
3354,1120
3355,1188
3356,1047
3357,1015
3358,1109
3359,1190
3360,1098
3361,1030
3362,1120
3363,1069
3364,1184
3365,1062
3366,1052
3367,990
3368,1145
3369,1244
3370,1098
3371,1116
3372,1173
3373,1214
3374,1009
3375,1069
3376,1077
3377,1068
3378,1167
3379,992
3380,1056
3381,1041
3382,1015
3383,1143
3384,1094
3385,1011
3386,1115
3387,1017
3388,1222
3389,1026
3390,1064
3391,1177
3392,1150
3393,1047
3394,1009
3395,1086
3396,1024
3397,992
3398,1090
3399,1045
3400,1188
3401,1175
3402,1086
3403,1154
3404,1077
3405,1047
3406,1000
3407,998
3408,1105
3409,1090
3410,1105
3411,1002
3412,1019
3413,1071
3414,1022
3415,1047
3416,1005
3417,917
3418,1109
3419,1015
3420,1034
3421,1000
3422,1037
3423,1034
3424,1105
3425,994
3426,979
3427,992
3428,1045
3429,960
3430,1115
3431,1005
3432,992
3433,994
3434,864
3435,1039
3436,1150
3437,1011
3438,998
3439,990
3440,1002
3441,955
3442,979
3443,1019
3444,977
3445,1077
3446,923
3447,857
3448,1022
3449,953
3450,1188
3451,994
3452,926
3453,1128
3454,975
3455,1105
3456,1005
3457,977
3458,1068
3459,975
3460,1039
3461,1154
3462,1034
3463,992
3464,1024
3465,1079
3466,1015
3467,930
3468,992
3469,938
3470,1062
3471,1124
3472,968
3473,1122
3474,893
3475,1011
3476,970
3477,962
3478,1090
3479,1120
3480,994
3481,987
3482,1017
3483,1077
3484,1075
3485,992
3486,990
3487,1005
3488,1032
3489,1000
3490,1062
3491,909
3492,992
3493,900
3494,900
3495,1064
3496,851
3497,893
3498,1039
3499,1034
3500,1005
3501,953
3502,893
3503,1024
3504,1022
3505,926
3506,940
3507,994
3508,1071
3509,909
3510,938
3511,909
3512,994
3513,1094
3514,1002
3515,934
3516,1000
3517,1026
3518,1056
3519,1005
3520,990
3521,992
3522,1002
3523,979
3524,908
3525,1022
3526,970
3527,1056
3528,998
3529,962
3530,1071
3531,1094
3532,1005
3533,889
3534,1009
3535,1122
3536,972
3537,1045
3538,1049
3539,894
3540,992
3541,930
3542,964
3543,1002
3544,985
3545,953
3546,919
3547,953
3548,908
3549,877
3550,972
3551,902
3552,926
3553,1064
3554,932
3555,964
3556,949
3557,1032
3558,953
3559,977
3560,1071
3561,947
3562,1188
3563,917
3564,938
3565,806
3566,857
3567,945
3568,941
3569,813
3570,909
3571,977
3572,985
3573,834
3574,866
3575,985
3576,992
3577,908
3578,806
3579,900
3580,1002
3581,874
3582,877
3583,953
3584,893
3585,919
3586,925
3587,1060
3588,932
3589,1037
3590,908
3591,908
3592,859
3593,902
3594,832
3595,836
3596,949
3597,896
3598,917
3599,902
