/ && GET,/setCurrency && POST,avg
1233.8333333333333,0.43096446700507535,562.6171270718232
1326.5152542372882,0.3327922077922078,649.1285240464346
1326.515254237288,0.3327922077922078,649.1285240464344
1326.515254237288,0.3327922077922078,649.1285240464344
1181.480093676815,0.3466960352422909,572.8143019296253
1181.480093676815,0.3466960352422909,572.8143019296253
1096.8432708688244,0.3246632996632999,545.3343353090601
1096.8432708688244,0.3246632996632999,545.3343353090601
1096.8432708688244,0.3246632996632999,545.3343353090601
989.9238410596026,0.31212710765239926,489.9299803407601
989.9238410596026,0.31212710765239926,489.9299803407601
931.042795232936,0.28799359658484514,462.1625537634409
931.042795232936,0.28799359658484514,462.1625537634409
931.042795232936,0.28799359658484514,462.1625537634409
922.8026802218114,0.2868971792538669,457.9494727189362
922.8026802218114,0.2868971792538669,457.9494727189362
880.4340984974959,0.2503361344537818,441.8165619765494
880.4340984974959,0.2503361344537818,441.8165619765494
810.1727309236949,0.25389558232931736,405.2133132530121
810.1727309236949,0.25389558232931736,405.2133132530121
810.1727309236949,0.25389558232931736,405.2133132530121
732.9445269741985,0.24992199687987526,366.1680788754392
732.9445269741985,0.24992199687987526,366.1680788754392
704.4181576952236,0.23762452107279686,354.20642149390244
704.4181576952236,0.23762452107279686,354.20642149390244
704.4181576952236,0.23762452107279686,354.20642149390244
714.651067887109,0.24216277317256946,355.28009855951467
714.651067887109,0.24216277317256946,355.28009855951467
750.8382168106835,0.22853828306264518,372.6081644583009
750.8382168106835,0.22853828306264518,372.6081644583009
771.1881309148265,0.24095163806552267,383.5982156862745
771.1881309148265,0.24095163806552267,383.5982156862745
771.1881309148265,0.24095163806552267,383.5982156862745
738.6094996090696,0.2281635802469138,366.9814563106797
738.6094996090696,0.2281635802469138,366.9814563106797
743.5470451010888,0.22990007686395092,369.7335137224585
743.5470451010888,0.22990007686395092,369.7335137224585
743.5470451010888,0.22990007686395092,369.7335137224585
733.7771362586606,0.2287258687258686,367.56850424055517
733.7771362586606,0.2287258687258686,367.56850424055517
734.1390186915887,0.2433052792654933,363.9338093400231
734.1390186915887,0.2433052792654933,363.9338093400231
748.0377431906616,0.22932359723289775,371.82012761020883
748.0377431906616,0.22932359723289775,371.82012761020883
748.0377431906616,0.22932359723289775,371.82012761020883
738.2189668465691,0.21351880877742968,372.2279246016323
738.2189668465691,0.21351880877742968,372.2279246016323
721.0542900531512,0.21737125288239795,362.8385408708939
721.0542900531512,0.21737125288239795,362.8385408708939
721.0542900531512,0.21737125288239795,362.8385408708939
722.8673312883435,0.21647597254004558,360.5746845124283
722.8673312883435,0.21647597254004558,360.5746845124283
733.9738863287249,0.22224806201550376,368.7965663580246
733.9738863287249,0.22224806201550376,368.7965663580246
758.6339285714286,0.22386185243328052,381.50105386416857
758.6339285714286,0.22386185243328052,381.50105386416857
758.6339285714286,0.22386185243328052,381.50105386416857
787.3329439252336,0.21814960629921276,395.93287000783084
787.3329439252336,0.21814960629921276,395.93287000783084
795.0959595959596,0.20963194988253725,399.2028861154446
795.0959595959596,0.20963194988253725,399.2028861154446
795.0959595959596,0.20963194988253725,399.2028861154446
788.722265625,0.22287937743190633,393.7040545808967
788.722265625,0.22287937743190633,393.7040545808967
773.283476898982,0.22834615384615342,383.306111757858
773.283476898982,0.22834615384615342,383.306111757858
773.283476898982,0.22834615384615342,383.306111757858
764.5158668730652,0.23359013867488465,381.4894594594595
764.5158668730652,0.23359013867488465,381.4894594594595
755.6501154734411,0.22271671826625386,378.95686993438824
755.6501154734411,0.22271671826625386,378.95686993438824
766.6688664596273,0.21298299845440488,382.5503872966692
766.6688664596273,0.21298299845440488,382.5503872966692
766.6688664596273,0.21298299845440488,382.5503872966692
770.53359375,0.20837837837837866,383.1273203883495
770.53359375,0.20837837837837866,383.1273203883495
750.5409836065572,0.19961389961389964,373.3313276397516
750.5409836065572,0.19961389961389964,373.3313276397516
750.5409836065572,0.19961389961389964,373.3313276397516
746.6652574942353,0.20943322981366458,375.311413673233
746.6652574942353,0.20943322981366458,375.311413673233
739.3553338449731,0.2074360960495745,371.4910562837317
739.3553338449731,0.2074360960495745,371.4910562837317
725.1849056603775,0.2042081101759759,365.173594224924
725.1849056603775,0.2042081101759759,365.173594224924
725.1849056603775,0.2042081101759759,365.173594224924
709.4431903686983,0.19996237772761508,354.82157637321296
709.4431903686983,0.19996237772761508,354.82157637321296
694.6849518161603,0.19429530201342296,348.4723234200744
694.6849518161602,0.194295302013423,348.47232342007436
694.6849518161602,0.194295302013423,348.47232342007436
677.7720588235295,0.20400296515937752,340.3636766334442
677.7720588235295,0.20400296515937752,340.3636766334442
663.4304442825929,0.2079898770788139,330.6159833091437
663.4304442825929,0.2079898770788139,330.6159833091437
663.4304442825929,0.2079898770788139,330.6159833091437
661.8674132947976,0.21628075253256124,331.2810556760665
661.8674132947976,0.21628075253256124,331.2810556760665
660.6978181818182,0.1967706821480404,330.0874137304758
660.6978181818182,0.1967706821480404,330.0874137304758
683.5142024763292,0.20047584187408454,342.7305038335159
683.5142024763292,0.20047584187408454,342.7305038335159
683.5142024763292,0.20047584187408454,342.7305038335159
682.9344624447718,0.2014919941775833,339.56875915080525
682.9344624447718,0.2014919941775833,339.56875915080525
714.1437640029873,0.22099630996309885,355.0623422420194
714.1437640029873,0.22099630996309885,355.0623422420194
714.1437640029873,0.22099630996309885,355.0623422420194
802.1279069767443,0.2240887480190172,398.7789159027501
802.1279069767443,0.2240887480190172,398.7789159027501
834.873484236055,0.22544212218649504,416.372007255139
834.873484236055,0.22544212218649504,416.372007255139
858.9978146853147,0.2317596566523605,425.70961455175404
858.9978146853147,0.2317596566523605,425.70961455175404
858.9978146853147,0.2317596566523605,425.70961455175404
1013.6538116591929,0.24336598397150505,505.13731009830207
1013.6538116591929,0.24336598397150505,505.13731009830207
1030.2053811659193,0.2618061674008816,510.6560666666667
1030.2053811659193,0.2618061674008816,510.6560666666667
1030.2053811659193,0.2618061674008816,510.6560666666667
1072.9119782214157,0.25207394048692533,534.8840117593849
1072.9119782214157,0.25207394048692533,534.8840117593849
1139.8579963235295,0.2552754435107377,574.5432607688746
1139.8579963235295,0.2552754435107377,574.5432607688746
1188.1524520255864,0.23647450110864765,605.8153804347827
1120.5575342465754,0.23387546468401493,565.2980884385076
1120.5575342465754,0.23387546468401493,565.2980884385076
988.0494087837839,0.2463590177815413,494.7743974630022
988.0494087837839,0.2463590177815413,494.7743974630022
948.9151182432433,0.24573578595317733,472.1888235294118
948.9151182432433,0.24573578595317733,472.1888235294118
948.9151182432433,0.24573578595317733,472.1888235294118
901.0513910355488,0.2391561514195587,455.2161397345823
901.0513910355488,0.2391561514195587,455.2161397345823
781.19245142003,0.22095057034220547,394.0919901997739
781.19245142003,0.22095057034220547,394.0919901997739
781.19245142003,0.22095057034220547,394.0919901997739
792.531555221638,0.22015444015444044,401.8067783701447
792.531555221638,0.22015444015444044,401.8067783701447
793.2544,0.2246702870442206,390.6489168964159
793.2544,0.2246702870442206,390.6489168964159
841.1941982272361,0.23237129485179447,413.8802615933413
841.1941982272361,0.23237129485179447,413.8802615933413
841.1941982272361,0.23237129485179447,413.8802615933413
853.2868000000001,0.22969984202211705,424.045826709062
853.2868000000001,0.22969984202211705,424.045826709062
897.615539452496,0.21934189406099533,448.1960610932476
897.615539452496,0.21934189406099533,448.1960610932476
897.615539452496,0.21934189406099533,448.1960610932476
909.8436754176611,0.22563593004769467,454.8538170974155
909.8436754176611,0.22563593004769467,454.8538170974155
919.2407258064517,0.22972756410256467,458.2577170418006
919.2407258064517,0.22972756410256467,458.2577170418006
969.7349246231156,0.227727645611157,479.95901367592205
