unknown,avg
71.12734472442662,71.12734472442662
71.01075268817205,71.01075268817205
71.01075268817205,71.01075268817205
75.11052631578949,75.11052631578949
74.34283909786036,74.34283909786036
74.35946557449759,74.35946557449759
73.69903607160015,73.69903607160015
73.50399425404233,73.50399425404233
70.52459233748334,70.52459233748334
71.8031083879983,71.8031083879983
72.30693666915563,72.30693666915563
70.33715048982448,70.33715048982448
70.55420526969887,70.55420526969887
68.9572192513369,68.9572192513369
70.75797872340426,70.75797872340426
70.64705882352942,70.64705882352942
69.89980116922072,69.89980116922072
69.94017358095405,69.94017358095405
69.21006418140313,69.21006418140313
68.94812143131837,68.94812143131837
68.74699107137445,68.74699107137445
70.45267608009999,70.45267608009999
70.2071379547523,70.2071379547523
70.74571881784725,70.74571881784725
71.55427301373734,71.55427301373734
71.80286738351253,71.80286738351253
72.0716845878136,72.0716845878136
70.43284445830353,70.43284445830353
69.6217873331425,69.6217873331425
73.56111265165485,73.56111265165485
71.30494784685278,71.30494784685278
69.97419084005884,69.97419084005884
72.50708032881452,72.50708032881452
71.58336031238684,71.58336031238684
70.47449810021408,70.47449810021408
74.90151638078727,74.90151638078727
74.7935656836461,74.7935656836461
71.30965147453082,71.30965147453082
72.93279569892474,72.93279569892474
74.01994680851061,74.01994680851061
74.37303071223295,74.37303071223295
74.02963049661211,74.02963049661211
75.8662496423088,75.8662496423088
73.26854824903587,73.26854824903587
73.51755349908265,73.51755349908265
75.19951584472842,75.19951584472842
75.32144431259535,75.32144431259535
75.07359406221205,75.07359406221205
74.87446351931331,74.87446351931331
76.1826923076923,76.1826923076923
77.0436170212766,77.0436170212766
81.059375,81.059375
81.09270833333333,81.09270833333333
84.72097759674138,84.72097759674138
89.66336633663369,89.66336633663369
88.91498511302176,88.91498511302176
90.32313575525812,90.32313575525812
90.3509433962264,90.3509433962264
90.35195530726256,90.35195530726256
91.02518656716416,91.02518656716416
91.05783582089552,91.05783582089552
95.61688311688312,95.61688311688312
96.76965265082266,96.76965265082266
97.66607142857144,97.66607142857144
104.41550522648086,104.41550522648086
103.72241379310344,103.72241379310344
106.4036850921273,106.4036850921273
105.23624595469256,105.23624595469256
105.27375201288244,105.27375201288244
102.0859621451104,102.0859621451104
101.05694227769108,101.05694227769108
100.18808777429466,100.18808777429466
96.4352574102964,96.4352574102964
96.6938775510204,96.6938775510204
99.03413881648306,99.03413881648306
98.0287312231384,98.0287312231384
98.47881025622878,98.47881025622878
96.89983871916546,96.89983871916546
96.65989811952242,96.65989811952242
97.70836708552324,97.70836708552324
100.87103143413788,100.87103143413788
100.44748040717889,100.44748040717889
98.72528248587572,98.72528248587572
103.90112994350282,103.90112994350282
105.19831223628694,105.19831223628694
105.2649322574733,105.2649322574733
103.84115488021374,103.84115488021374
102.3889155617805,102.3889155617805
97.91340937783076,97.91340937783076
99.56950936676505,99.56950936676505
98.32212854516888,98.32212854516888
92.47164520918606,92.47164520918606
91.0328159926148,91.0328159926148
93.63943488943488,93.63943488943488
94.37948084054388,94.37948084054388
95.03362391033625,95.03362391033625
96.52625,96.52625
