/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg,unknown
2351.691763627219,2320.8640058918827,2320.765408082437,2311.954774895834,214.0429274491026,2294.1893122303263,
2351.6364802180105,2320.7683414544135,2320.7464590262966,2312.2187670232706,214.5983576468277,2294.082590822593,
2351.5905113105555,2320.689099014231,2320.730982097045,2312.4374579372143,215.04798951948032,2293.9942028336136,
2349.099424539038,2316.9081121511745,2354.3108321149584,2311.317704897877,204.31735804776275,2300.105940631788,
2349.0543114328643,2316.845671277621,2354.425767626338,2311.4776054449117,204.66095652773768,2300.0251040827297,
2348.257827747597,2319.3551171769604,2346.5724587831,2314.508969479005,205.00843965535347,2300.5326389454544,
2348.2248905990805,2319.307570976779,2346.649932065554,2314.627703198602,205.27112631060106,2300.473749299985,
2349.155927053517,2296.5038590195663,2326.6384059253414,2305.1297304797654,195.3074899606878,2288.114959859682,
2349.1297587095924,2296.4667997780807,2326.7051552871526,2305.230003270657,195.53668325939327,2288.070676978713,
2341.2359699757053,2283.5086432236485,2312.637274065384,2291.031515694526,189.6584654563877,2275.67229706761,
2323.353396282711,2235.728387205918,2271.6543717177046,2254.219304236462,171.47644334707542,2235.5635883882474,
2318.5570048145664,2210.560670635162,2251.38783438172,2232.7688837471674,162.9490581905184,2217.2996295927387,
2332.684696078743,2215.0526918985115,2249.58312322751,2237.1615525549914,166.36864845510104,2226.5316065273278,
2328.7530990511223,2193.222722760986,2230.5928076695204,2223.8110830539918,159.72079453075992,2212.128144289667,
2320.599850259303,2171.3831284046214,2213.8520913679704,2208.3628307603312,152.101737927743,2195.190435333881,
2305.2602235147124,2132.9608137327045,2169.7650700557424,2167.479278354048,135.59505191768466,2161.5121106141687,
2293.2469216162362,2119.475682797019,2160.1352421144084,2153.161539540609,130.26903053194053,2146.6402503765976,
2272.0473234639003,2082.385306330872,2116.0204203750263,2122.017550892567,106.04250771856266,2108.5974567957064,
2258.112286961919,2070.4946365408896,2102.370997514172,2100.76929313821,99.619099288628,2091.234259273054,
2243.9004570951492,2053.6613894861966,2088.616465264238,2085.1239218315677,97.97564058309904,2072.81481330039,
2220.1410284881117,2024.7429148274157,2063.6311053854815,2052.934190235417,95.37419161685995,2042.0313837166875,
