avg
13.375
13.55
13.875
14.2
14.475
15.1
15.325
15.875
16.2
16.125
16.625
16.875
17.450000000000003
17.949999999999996
18.4
18.8
18.75
19.35
19.675
20.15
20.65
20.8
21.089285714285715
20.700000000000003
20.799999999999997
20.525
20.575000000000003
20.875
20.799999999999997
20.699999999999996
20.7
20.575
20.725
20.725
20.700000000000003
20.6
20.450000000000003
20.5
20.375
20.2
20.275
20.424999999999997
20.525
20.475
20.424999999999997
20.299999999999997
20.174999999999997
20.15
20.375
20.35
20.075
20.049999999999997
20.025
20.075
20.174999999999997
20.375
20.4
20.400000000000002
20.4
20.325
20.125
20.225
20.475
20.35
20.375
20.575
20.325
20.099999999999998
20.075
20.0
20.1
20.25
19.974999999999998
19.875
19.825000000000003
19.9
19.849999999999998
19.75
19.55
19.625
19.55
19.6
19.625
19.5
19.5
19.849999999999998
19.799999999999997
19.8
19.85
19.85
19.625
19.875
20.2
20.1
19.875
19.8
19.7
19.950000000000003
19.925
19.975
20.15
20.025
20.125
19.95
19.825000000000003
19.925
19.9
19.975
19.65
19.85
19.825
19.725
19.625
20.15
20.474999999999998
20.525
20.35
20.3
20.325
20.225
20.2
20.225
20.2
20.225
20.175
20.35
20.175
20.325000000000003
20.5
20.325
20.475
20.424999999999997
20.325
20.125
19.9
20.0
19.75
19.775
19.975
20.0
20.025
20.075000000000003
20.05
20.0
20.2
20.25
20.1
19.925
19.975
19.875
19.625
19.725
19.5
19.7
19.7
20.075
20.075
20.125
19.9
20.125
20.1
20.025
19.675
19.925
20.0
19.925
20.025000000000002
19.825000000000003
19.775
20.1
20.125
20.175
20.224999999999998
19.775
19.625
19.475
19.625
19.8
19.55
19.55
20.025
19.9
19.775
19.5
19.525000000000002
19.6
19.675
19.85
19.700000000000003
19.8
19.650000000000002
19.3
19.375
19.7
19.425
19.6
19.475
19.725
19.700000000000003
19.375
19.15
19.475
19.6
19.8
19.525
19.525
19.224999999999998
19.25
19.55
19.825000000000003
20.15
20.0
20.125
20.15
19.975
20.0
20.1
20.05
20.15
19.9
20.175
19.900000000000002
20.125
20.099999999999998
19.875
20.025
19.875
19.95
19.9
19.725
19.725
19.900000000000002
19.900000000000002
19.575
19.45
19.9
19.950000000000003
19.75
19.75
20.125
20.075
19.9
20.075000000000003
19.975
19.75
19.975
19.775
20.05
20.125
19.65
19.7
19.825
20.1
19.8
19.575
19.475
19.725
19.475
28.725
