avg,o1
462.0713646294682,0
525.0941562069612,0
525.0941562069612,0
549.5264890204537,0
578.5608525362879,0
573.0695766713505,0
609.2769684824107,0
626.3223931394191,0
656.3286329503031,0
656.3286329503031,0
657.7444212864011,0
657.7444212864012,0
673.8749095116123,0
715.3812135845067,0
715.3812135845067,0
715.3812135845067,0
728.183526221447,0
751.5116503012864,0
758.5422557042567,0
800.0,0
800.0,0
779.2733619706605,0
800.0,0
800.0,0
800.0,0
761.905354990577,0
784.5842511582099,0
784.58425115821,0
784.8793285576664,0
784.7479120882233,0
796.3465759715409,0
800.0,0
788.226059490719,0
796.9118457728765,0
771.6573422535623,0
800.0,0
797.7958216268104,0
797.7958216268104,0
797.7958216268104,0
800.0,0
761.3603945135662,0
799.9504066510867,0
785.688745309879,0
799.3905562047346,0
799.0714666202445,0
799.3829318581926,0
799.5837323079254,0
799.777221156564,0
799.7772211565639,0
799.7772211565639,0
800.029269303225,0
800.1436725126716,0
800.6189412298265,0
769.5375057504536,0
800.0910813298423,0
770.1135402777448,0
763.4498610005463,0
800.2057584435796,0
800.2057584435795,0
770.0414798905352,0
799.6769146290559,0
770.1417721753949,0
766.0720788772103,0
773.486830303224,0
800.0288099144585,0
800.0288099144585,0
759.2179710329954,0
766.5106626489585,0
800.0,0
800.0,0
767.8054534563556,0
760.6539141211243,0
800.0,0
765.2090372163343,0
758.1223740514087,0
799.6286595120524,0
800.0,0
799.897257180207,0
799.897257180207,0
799.897257180207,0
799.7903602944074,0
799.7903602944074,0
800.1655859984187,0
772.4042873879812,0
800.2975307957386,0
764.6353814530902,0
757.4183872594291,0
800.0918218885919,0
768.7878221019556,0
800.2180040757236,0
800.2180040757235,0
767.3072094490805,0
799.9972143293028,0
799.9972143293028,0
800.0,0
747.6321431583888,0
800.0,0
800.0,0
769.022541236162,0
764.0545516560048,0
756.9518451488308,0
800.340200147519,0
766.2368097001167,0
800.0,0
756.1217503626465,0
799.8932284348487,0
799.8932284348487,0
799.8932284348487,0
799.7859443709708,0
799.6663684953971,0
800.1189186409064,0
800.2371221712802,0
770.4964587520391,0
764.0585708729877,0
756.8333327911351,0
800.3023326445083,0
768.0641398614689,0
799.8809400310062,0
799.8809400310062,0
764.937186634685,0
799.3815110258313,0
800.0,0
759.8937089627182,0
767.0373761054132,0
778.262456145794,0
761.4513983707525,0
799.9341104054075,0
784.0198902333832,0
761.9175553894722,0
800.3130222509146,0
800.3130222509146,0
800.2763953415993,0
800.0064893073262,0
799.3983313152597,0
760.0010825326332,0
752.7191993611166,0
799.7993637191836,0
800.115772794447,0
800.115772794447,0
770.2109277848296,0
800.1839039573177,0
800.3230190849596,0
800.3034532004616,0
800.1424809989279,0
800.1424809989279,0
799.5074382356477,0
799.5074382356477,0
800.0,0
770.6975370845132,0
800.0,0
775.7909224935255,0
800.0,0
800.0,0
750.229443138142,0
768.8089358783811,0
800.1501186391254,0
800.2243591050374,0
800.2588112538505,0
800.2588112538505,0
772.38029602131,0
765.3342303992157,0
799.9676811376492,0
774.8117296783257,0
800.1089556964698,0
772.5342624180089,0
799.549615339339,0
771.1183621961194,0
766.9491920188398,0
765.8248696830626,0
800.106853748449,0
800.106853748449,0
772.4431435635277,0
800.0,0
764.2071179311649,0
800.0,0
799.5359595204021,0
765.2593254673515,0
799.7256472191418,0
771.8528046086019,0
764.6016040345746,0
800.0,0
796.664422324642,0
799.9724448127358,0
799.9724448127358,0
799.8484513956658,0
799.8484513956658,0
764.7162376269812,0
757.932657732493,0
794.1415959139448,0
800.5326821885736,0
800.5326821885736,0
800.6075408371058,0
800.6075408371058,0
761.1425273018027,0
800.2894096144751,0
800.2096887166534,0
799.975617139647,0
799.975617139647,0
799.975617139647,0
763.8263786189052,0
800.0,0
800.2167100775832,0
765.3497370250561,0
757.9233600869528,0
786.1319230432406,0
800.1839056326046,0
799.981774059364,0
800.1284101448828,0
800.1735188824525,0
800.1735188824525,0
800.1863461747224,0
800.1863461747224,0
765.9737503859296,0
800.2883696858771,0
800.1641555022336,0
800.560262456337,0
769.8200529493284,0
762.7355561737842,0
755.6045525195558,0
800.3275051910078,0
800.1277248389872,0
799.9090453456442,0
727.7411838118404,0
771.1938467497293,0
765.7987833878948,0
758.2206785921272,0
768.3361828406274,0
730.9105916997194,0
769.7329785834637,0
762.4882683062428,0
723.0883808984039,0
708.674892721195,0
800.0582030239162,0
800.0582030239162,0
770.3085513159219,0
763.0395178915262,0
755.7538047208609,0
800.0644360082052,0
765.5230432957379,0
758.2058042182911,0
750.9519611930428,0
743.9723597397381,0
800.202929259974,0
800.3314952487466,0
759.1665833821671,0
687.6170168935931,0
773.311643504271,0
800.1120736171277,0
772.6439834711496,0
799.9481058965924,0
800.0359261031857,0
800.0359261031857,0
775.5327655718114,0
768.8862876213784,0
723.7206737486874,0
799.7807037034136,0
799.7807037034136,0
799.7807037034136,0
763.5526073269565,0
